DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,215,43,2,-2,709401014,188,44,1,2032539992,AQI
2025-03-21 18:51:07-07:00,22.29,316.83299999999997,11.889000000000001,12.453,18.227999999999998,445.38,21.4,32.1,0.03,0.18,0.19,,,,,,27.0,1.0,2.0,,3.7896
2025-03-21 18:52:08-07:00,22.29,312.29,11.655,12.4425,20.124,443.41,21.4,32.1,0.01,0.16,0.17,,,,,,27.0,1.0,2.0,,4.1528
2025-03-21 18:53:08-07:00,22.29,311.146,12.267000000000001,12.348,20.268,442.85,21.4,32.1,0.0,0.26,0.26,,,,,,27.0,1.0,2.0,,4.2616000000000005
2025-03-21 18:54:08-07:00,22.29,316.855,12.159,12.4635,19.5,442.67,21.4,32.1,0.0,0.44,0.44,,,,,,27.0,1.0,2.0,,4.252000000000001
2025-03-21 18:55:08-07:00,22.3,301.939,11.772,12.736500000000001,19.572,442.61,21.4,32.1,0.0,0.36,0.79,,,,,,28.0,1.0,2.0,,4.2024
2025-03-21 18:56:08-07:00,22.31,314.611,11.97,12.4845,18.828,442.86,21.4,32.0,0.06,0.51,0.87,,,,,,27.0,0.0,2.0,,4.1736
2025-03-21 18:57:08-07:00,22.34,316.283,12.357000000000001,11.886000000000001,18.372,442.95,21.4,32.0,0.06,0.46,0.64,,,,,,27.0,1.0,1.0,,4.042400000000001
2025-03-21 18:58:09-07:00,22.35,311.36600000000004,10.836,12.8835,17.424,442.4,21.4,32.0,0.02,0.24,0.38,,,,,,27.0,1.0,1.0,,3.6768
2025-03-21 18:59:09-07:00,22.36,315.06200000000007,9.846,12.5475,18.468,442.14,21.4,32.1,0.04,0.2,0.4,,,,,,28.0,1.0,1.0,,3.8536
2025-03-21 19:00:09-07:00,22.37,308.42900000000003,10.026000000000002,12.925500000000001,18.66,442.05,21.4,32.1,0.01,0.13,0.47,,,,,,28.0,1.0,2.0,,3.8360000000000003
2025-03-21 19:01:09-07:00,22.37,313.28000000000003,10.629000000000001,12.6105,18.131999999999998,442.02,21.4,32.1,0.0,0.72,0.89,,,,,,28.0,1.0,2.0,,4.2024
2025-03-21 19:02:09-07:00,22.37,310.695,10.368,11.8755,18.864,442.01,21.4,32.1,0.0,0.79,0.85,,,,,,28.0,1.0,1.0,,4.4048
2025-03-21 19:03:10-07:00,22.37,284.559,11.520000000000001,10.563,20.076,442.0,21.4,32.1,0.0,0.83,0.84,,,,,,28.0,2.0,2.0,,4.6792
2025-03-21 19:04:10-07:00,22.37,318.538,12.159,11.5815,19.823999999999998,442.0,21.4,32.1,0.0,0.88,0.88,,,,,,27.0,1.0,2.0,,4.6688
2025-03-21 19:05:10-07:00,22.37,320.309,11.016,11.3085,20.291999999999998,442.0,21.4,32.1,0.05,0.89,0.96,,,,,,28.0,1.0,2.0,,4.7703999999999995
2025-03-21 19:06:10-07:00,22.37,309.85900000000004,9.864,11.4765,21.084,442.0,21.4,32.1,0.02,0.8,1.18,,,,,,28.0,1.0,2.0,,4.8568
2025-03-21 19:07:11-07:00,22.37,314.688,12.159,10.962,20.436,442.0,21.4,32.1,0.07,0.67,0.88,,,,,,26.0,1.0,2.0,,4.623200000000001
2025-03-21 19:08:11-07:00,22.38,311.982,10.719000000000001,11.214,20.112000000000002,442.0,21.4,32.1,0.04,0.42,0.49,,,,,,28.0,1.0,1.0,,4.3584000000000005
2025-03-21 19:09:11-07:00,22.38,305.415,11.682,11.896500000000001,19.368,442.0,21.4,32.1,0.01,0.53,0.55,,,,,,27.0,1.0,2.0,,4.2976
2025-03-21 19:10:11-07:00,22.38,303.17100000000005,11.466000000000001,10.5,20.7,442.0,21.4,32.1,0.0,0.59,0.6,,,,,,28.0,1.0,1.0,,4.612
2025-03-21 19:11:11-07:00,22.38,309.1,12.078,12.411000000000001,18.0,442.0,21.4,32.1,0.0,0.68,0.68,,,,,,27.0,1.0,1.0,,4.144
2025-03-21 19:12:11-07:00,22.38,289.34400000000005,11.691,12.306000000000001,17.616,441.72,21.4,32.1,0.0,0.81,0.81,,,,,,26.0,1.0,1.0,,4.171200000000001
2025-03-21 19:13:12-07:00,22.38,316.76700000000005,10.035,12.411000000000001,18.396,441.9,21.4,32.1,0.23,0.76,0.76,,,,,,28.0,1.0,1.0,,4.2872
2025-03-21 19:14:12-07:00,22.38,308.572,10.197000000000001,12.222000000000001,19.812,441.55,21.4,32.1,0.07,0.34,0.41,,,,,,28.0,1.0,2.0,,4.234400000000001
2025-03-21 19:15:12-07:00,22.38,307.549,12.618,11.8125,21.348,441.84,21.4,32.2,0.02,0.1,0.18,,,,,,27.0,1.0,2.0,,4.3496
2025-03-21 19:16:12-07:00,22.38,302.8190000000001,11.826,11.8125,20.663999999999998,441.79,21.4,32.2,0.02,0.41,0.44,,,,,,27.0,1.0,2.0,,4.4608
2025-03-21 19:17:13-07:00,22.38,304.249,11.448,12.243,18.311999999999998,441.89,21.4,32.2,0.01,0.23,0.24,,,,,,27.0,1.0,1.0,,3.8464
2025-03-21 19:18:14-07:00,22.38,307.84600000000006,12.420000000000002,12.4635,17.772,441.42,21.4,32.2,0.0,0.27,0.43,,,,,,26.0,1.0,1.0,,3.7704
2025-03-21 19:19:09-07:00,22.38,302.918,11.547,12.432,16.8,441.16,21.4,32.2,0.0,0.1,0.2,,,,,,27.0,1.0,1.0,,3.4400000000000004
2025-03-21 19:20:10-07:00,22.39,293.612,10.971,11.76,18.599999999999998,441.06,21.4,32.2,-1.0,-1.0,-1.0,,,,,,27.0,1.0,2.0,,2.92
2025-03-21 19:21:10-07:00,22.38,307.26300000000003,10.53,12.116999999999999,19.295999999999996,441.02,21.4,32.2,-1.0,-1.0,-1.0,,,,,,28.0,0.0,2.0,,3.0591999999999997
2025-03-21 19:22:10-07:00,22.38,314.149,11.898000000000001,11.676,19.068,441.4,21.4,32.2,-1.0,-1.0,-1.0,,,,,,27.0,1.0,2.0,,3.0136000000000003
2025-03-21 19:23:10-07:00,22.38,306.493,11.187,12.327,18.564,441.79,21.4,32.2,-1.0,-1.0,-1.0,,,,,,28.0,0.0,2.0,,2.9128
2025-03-21 19:24:10-07:00,22.39,302.68700000000007,11.511,10.709999999999999,19.776,442.4,21.4,32.3,0.0,0.44,0.47,,,,,,27.0,0.0,2.0,,4.3072
2025-03-21 19:25:10-07:00,22.39,302.29100000000005,9.405,12.306000000000001,18.144,442.79,21.4,32.3,0.0,0.41,0.47,,,,,,29.0,1.0,2.0,,3.9568
2025-03-21 19:26:10-07:00,22.39,302.665,10.206,11.067,19.62,442.93,21.4,32.3,0.0,0.89,1.0,,,,,,28.0,1.0,2.0,,4.636
2025-03-21 19:27:10-07:00,22.39,304.106,12.321,12.0645,17.916,443.27,21.4,32.3,0.0,0.79,0.82,,,,,,27.0,1.0,1.0,,4.2152
2025-03-21 19:28:11-07:00,22.39,309.88100000000003,10.953,11.7285,18.996,443.74,21.4,32.3,0.05,0.9,1.04,,,,,,27.0,1.0,2.0,,4.5192
2025-03-21 19:29:10-07:00,22.38,296.13100000000003,10.017000000000001,11.697000000000001,19.656,443.99,21.4,32.4,0.02,0.62,0.67,,,,,,28.0,1.0,2.0,,4.4272
2025-03-21 19:30:10-07:00,22.39,300.564,10.926,11.13,19.848,445.14,21.4,32.5,0.01,0.37,0.39,,,,,,27.0,1.0,2.0,,4.2656
2025-03-21 19:31:10-07:00,22.39,299.86000000000007,10.179,11.55,20.868,447.47,21.4,32.6,0.0,0.13,0.13,,,,,,26.0,0.0,2.0,,4.2776
2025-03-21 19:32:10-07:00,22.39,307.406,12.15,11.707500000000001,20.712,449.34,21.4,32.6,0.0,0.53,0.53,,,,,,25.0,0.0,2.0,,4.566400000000001
2025-03-21 19:33:10-07:00,22.39,301.136,10.827,11.655,20.508,450.42,21.4,32.6,0.0,0.82,0.82,,,,,,27.0,0.0,2.0,,4.7576
2025-03-21 19:34:12-07:00,22.39,303.424,10.719000000000001,11.5395,20.772,450.79,21.4,32.7,0.0,0.66,0.66,,,,,,27.0,1.0,2.0,,4.6823999999999995
2025-03-21 19:35:13-07:00,22.39,298.98,9.765,11.529000000000002,20.363999999999997,450.93,21.4,32.6,0.0,0.23,0.34,,,,,,29.0,0.0,1.0,,4.2568
2025-03-21 19:36:13-07:00,22.39,296.78000000000003,11.286,11.277000000000001,20.568,450.97,21.4,32.7,0.0,0.13,0.18,,,,,,27.0,0.0,2.0,,4.217600000000001
2025-03-21 19:37:13-07:00,22.38,296.604,9.702,10.752,21.168,450.38,21.4,32.7,0.08,0.52,0.54,,,,,,29.0,1.0,2.0,,4.6496
2025-03-21 19:38:13-07:00,22.38,293.315,10.323,11.571,21.036,450.13,21.4,32.6,0.03,0.83,0.84,,,,,,28.0,1.0,2.0,,4.8712
2025-03-21 19:39:13-07:00,22.39,302.665,11.016,11.7495,20.136,449.24,21.4,32.7,0.01,0.64,0.65,,,,,,27.0,1.0,2.0,,4.539199999999999
2025-03-21 19:40:13-07:00,22.39,299.44200000000006,9.261,13.2195,17.604,448.94,21.4,32.8,0.0,0.9,0.9,,,,,,29.0,1.0,2.0,,4.2408
2025-03-21 19:41:13-07:00,22.39,307.516,9.09,12.054,20.076,451.93,21.4,33.0,0.0,0.5,0.5,,,,,,28.0,0.0,2.0,,4.4152000000000005
2025-03-21 19:42:14-07:00,22.39,304.83200000000005,11.007000000000001,11.865000000000002,20.328,457.86,21.4,32.9,0.0,0.41,0.41,,,,,,26.0,1.0,2.0,,4.3936
2025-03-21 19:43:14-07:00,22.39,306.18500000000006,11.592,11.518500000000001,20.063999999999997,461.38,21.4,33.0,0.0,0.4,0.4,,,,,,26.0,1.0,2.0,,4.3328
2025-03-21 19:44:13-07:00,22.39,310.42,9.351,11.4765,20.447999999999997,463.35,21.4,33.0,0.0,0.41,0.6,,,,,,28.0,1.0,2.0,,4.4176
2025-03-21 19:45:13-07:00,22.39,304.843,10.476,11.109,21.587999999999997,465.96,21.4,33.0,0.0,0.35,0.41,,,,,,27.0,1.0,2.0,,4.5976
2025-03-21 19:46:13-07:00,22.39,279.158,11.421,11.109,21.66,465.38,21.4,33.0,0.0,0.17,0.2,,,,,,27.0,2.0,2.0,,4.468
2025-03-21 19:47:13-07:00,22.39,303.831,9.485999999999999,12.075000000000001,19.572,461.01,21.4,33.0,0.0,0.17,0.18,,,,,,28.0,0.0,2.0,,4.0504
2025-03-21 19:48:13-07:00,22.39,308.396,9.234,11.466000000000001,20.412000000000003,456.96,21.4,33.0,0.0,0.08,0.2,,,,,,29.0,0.0,1.0,,4.146400000000001
2025-03-21 19:49:15-07:00,22.39,299.31000000000006,10.232999999999999,11.791500000000001,19.2,453.99,21.4,33.1,0.0,0.03,0.21,,,,,,28.0,1.0,1.0,,3.864
2025-03-21 19:50:16-07:00,22.39,304.348,8.235000000000001,11.2875,20.652,451.79,21.4,33.1,0.0,0.24,0.31,,,,,,29.0,1.0,2.0,,4.322400000000001
2025-03-21 19:51:16-07:00,22.39,293.51300000000003,10.062,11.76,20.255999999999997,450.01,21.4,33.2,0.0,0.32,0.54,,,,,,28.0,1.0,1.0,,4.3072
2025-03-21 19:52:16-07:00,22.39,292.127,10.188,11.571,20.244,449.0,21.4,33.1,0.0,0.24,0.31,,,,,,28.0,1.0,1.0,,4.2408
2025-03-21 19:53:16-07:00,22.39,295.13000000000005,9.846,12.631499999999999,19.2,448.35,21.4,33.2,0.0,0.19,0.21,,,,,,27.0,1.0,2.0,,3.992
2025-03-21 19:54:16-07:00,22.39,301.60900000000004,10.206,12.684000000000001,19.188,447.51,21.5,33.2,0.0,0.51,0.87,,,,,,27.0,1.0,2.0,,4.2456000000000005
2025-03-21 19:55:13-07:00,22.39,292.6,9.657,12.495000000000001,20.244,447.2,21.4,33.2,0.0,0.27,0.59,,,,,,28.0,1.0,2.0,,4.2648
2025-03-21 19:56:13-07:00,22.39,303.78700000000003,11.322000000000001,11.8125,21.648,447.07,21.5,33.2,0.0,0.16,0.43,,,,,,26.0,1.0,2.0,,4.4576
2025-03-21 19:57:13-07:00,22.39,300.124,10.188,11.6865,20.747999999999998,447.02,21.5,33.2,0.0,0.08,0.17,,,,,,28.0,1.0,1.0,,4.2136
2025-03-21 19:58:13-07:00,22.39,297.968,10.332,10.636500000000002,21.876,447.01,21.4,33.2,0.0,0.34,0.55,,,,,,27.0,0.0,2.0,,4.647200000000001
2025-03-21 19:59:13-07:00,22.39,300.487,10.386,11.1405,21.276,447.0,21.5,33.2,0.0,0.16,0.29,,,,,,27.0,1.0,2.0,,4.3832
2025-03-21 20:00:14-07:00,22.39,295.108,8.523000000000001,11.591999999999999,20.808,447.16,21.5,33.2,0.0,0.24,0.39,,,,,,29.0,0.0,1.0,,4.3536
2025-03-21 20:01:14-07:00,22.39,300.663,10.512,10.332,21.407999999999998,448.51,21.5,33.3,0.0,0.38,0.43,,,,,,27.0,0.0,1.0,,4.5856
2025-03-21 20:02:14-07:00,22.39,294.932,10.449,11.3085,21.42,449.48,21.5,33.3,0.0,0.43,0.44,,,,,,27.0,0.0,2.0,,4.628000000000001
2025-03-21 20:03:15-07:00,22.41,289.47600000000006,11.133,11.487,21.012,451.08,21.5,33.3,0.0,0.39,0.55,,,,,,28.0,0.0,2.0,,4.5144
2025-03-21 20:04:15-07:00,22.43,292.259,10.071,11.1405,20.855999999999998,452.32,21.5,33.3,0.0,0.3,0.35,,,,,,29.0,1.0,1.0,,4.4112
2025-03-21 20:05:15-07:00,22.45,301.32300000000004,10.557,11.403,21.012,453.84,21.5,33.3,0.0,0.1,0.12,,,,,,28.0,1.0,1.0,,4.2824
2025-03-21 20:06:15-07:00,22.46,299.46400000000006,9.594000000000001,11.2665,20.784,453.59,21.5,33.3,0.0,0.1,0.1,,,,,,28.0,1.0,1.0,,4.2368
2025-03-21 20:07:16-07:00,22.47,297.80300000000005,10.881,10.794,20.76,454.2,21.5,33.4,0.0,0.61,0.61,,,,,,28.0,1.0,1.0,,4.640000000000001
2025-03-21 20:08:16-07:00,22.48,301.598,10.251000000000001,11.340000000000002,18.744,455.66,21.5,33.4,0.0,0.28,0.28,,,,,,27.0,1.0,1.0,,3.9728000000000003
2025-03-21 20:09:16-07:00,22.47,303.86400000000003,9.801,11.6445,18.468,457.18,21.5,33.4,0.0,0.26,0.26,,,,,,28.0,1.0,1.0,,3.9016
2025-03-21 20:10:17-07:00,22.48,288.156,9.981,11.004000000000001,20.82,457.06,21.5,33.3,0.0,0.36,0.45,,,,,,28.0,0.0,2.0,,4.452000000000001
2025-03-21 20:11:17-07:00,22.48,294.94300000000004,8.631,10.8675,19.86,457.02,21.5,33.3,0.0,0.49,0.52,,,,,,29.0,0.0,2.0,,4.364
2025-03-21 20:12:18-07:00,22.48,299.04600000000005,9.81,10.983,20.555999999999997,457.55,21.5,33.4,0.0,0.28,0.29,,,,,,27.0,1.0,2.0,,4.3351999999999995
2025-03-21 20:13:18-07:00,22.48,307.593,11.205,10.3425,21.42,457.84,21.5,33.4,0.0,0.16,0.16,,,,,,26.0,1.0,2.0,,4.412000000000001
2025-03-21 20:14:18-07:00,22.49,300.487,9.738000000000001,10.1745,21.54,457.71,21.5,33.4,0.0,0.15,0.15,,,,,,29.0,0.0,2.0,,4.428
2025-03-21 20:15:18-07:00,22.49,290.356,9.531,10.290000000000001,20.136,457.25,21.5,33.3,0.0,0.57,0.79,,,,,,29.0,0.0,1.0,,4.4832
2025-03-21 20:16:18-07:00,22.48,289.55300000000005,9.395999999999999,10.5,18.912,457.09,21.5,33.3,0.0,0.25,0.47,,,,,,29.0,1.0,1.0,,3.9824
2025-03-21 20:17:18-07:00,22.49,300.696,9.999,10.353,19.595999999999997,457.03,21.5,33.4,0.0,0.36,0.49,,,,,,29.0,0.0,1.0,,4.207199999999999
2025-03-21 20:18:18-07:00,22.49,295.52600000000007,10.539000000000001,10.479000000000001,19.572,456.66,21.5,33.3,0.0,0.46,0.5,,,,,,29.0,1.0,1.0,,4.2824
2025-03-21 20:19:18-07:00,22.49,294.92100000000005,10.989,11.2035,20.052,456.23,21.5,33.3,0.0,0.15,0.17,,,,,,27.0,1.0,2.0,,4.1304
2025-03-21 20:20:18-07:00,22.49,295.702,10.089,10.647,20.772,455.85,21.5,33.3,0.0,0.08,0.15,,,,,,28.0,1.0,2.0,,4.2184
2025-03-21 20:21:19-07:00,22.49,289.02500000000003,10.971,10.437,20.376,455.3,21.5,33.3,0.0,0.03,0.18,,,,,,28.0,1.0,1.0,,4.099200000000001
2025-03-21 20:22:19-07:00,22.49,300.00300000000004,12.276000000000002,11.3085,19.08,455.11,21.5,33.3,0.0,0.26,0.31,,,,,,26.0,1.0,1.0,,4.024
2025-03-21 20:23:19-07:00,22.49,291.75300000000004,11.637,10.5315,21.215999999999998,455.04,21.5,33.3,0.0,0.26,0.37,,,,,,28.0,1.0,2.0,,4.4512
2025-03-21 20:24:19-07:00,22.49,291.96200000000005,11.979000000000001,11.6655,19.392,455.01,21.5,33.3,0.0,0.75,0.84,,,,,,27.0,1.0,2.0,,4.478400000000001
2025-03-21 20:25:19-07:00,22.49,291.96200000000005,10.764000000000001,10.920000000000002,20.568,454.55,21.5,33.2,0.0,0.7,0.73,,,,,,28.0,1.0,2.0,,4.6736
2025-03-21 20:26:13-07:00,22.49,289.982,10.287,10.909500000000001,18.912,454.68,21.5,33.3,0.0,0.23,0.24,,,,,,27.0,0.0,1.0,,3.9664
2025-03-21 20:27:13-07:00,22.49,292.09400000000005,9.81,9.9015,21.384,454.89,21.5,33.3,0.0,0.15,0.33,,,,,,29.0,1.0,2.0,,4.396800000000001
2025-03-21 20:28:13-07:00,22.49,287.045,10.368,11.025,20.568,454.73,21.5,33.3,0.0,0.16,0.22,,,,,,28.0,1.0,2.0,,4.241600000000001
2025-03-21 20:29:14-07:00,22.49,290.31200000000007,11.124,10.143,19.368,454.26,21.5,33.3,0.0,0.05,0.07,,,,,,28.0,1.0,1.0,,3.9135999999999997
2025-03-21 20:30:14-07:00,22.49,294.16200000000003,10.107000000000001,10.3635,21.12,454.74,21.5,33.2,0.0,0.03,0.04,,,,,,29.0,1.0,2.0,,4.248
2025-03-21 20:31:14-07:00,22.49,298.661,10.539000000000001,10.899000000000001,20.76,454.91,21.5,33.3,0.0,0.01,0.27,,,,,,28.0,0.0,2.0,,4.16
2025-03-21 20:32:14-07:00,22.49,290.02600000000007,10.431000000000001,10.206000000000001,20.34,455.26,21.5,33.3,0.0,0.66,0.75,,,,,,29.0,1.0,1.0,,4.596
2025-03-21 20:33:14-07:00,22.49,289.036,11.376000000000001,10.122000000000002,20.387999999999998,455.18,21.5,33.3,0.0,0.37,0.4,,,,,,29.0,1.0,1.0,,4.3736
2025-03-21 20:34:14-07:00,22.49,294.67900000000003,11.493,10.3425,21.863999999999997,455.6,21.5,33.3,0.0,0.35,0.36,,,,,,28.0,1.0,2.0,,4.6528
2025-03-21 20:35:14-07:00,22.49,289.28900000000004,11.313,9.6285,21.12,456.15,21.5,33.3,0.0,0.12,0.34,,,,,,28.0,1.0,1.0,,4.32
2025-03-21 20:36:16-07:00,22.49,288.233,9.684,10.006499999999999,20.184,456.7,21.5,33.3,0.0,0.09,0.17,,,,,,29.0,1.0,1.0,,4.1088000000000005
2025-03-21 20:37:16-07:00,22.49,290.76300000000003,10.278,10.332,20.099999999999998,456.89,21.5,33.4,0.0,0.13,0.17,,,,,,28.0,1.0,2.0,,4.124
2025-03-21 20:38:16-07:00,22.49,272.184,10.71,10.332,19.944,456.96,21.5,33.3,0.0,0.21,0.34,,,,,,28.0,1.0,2.0,,4.1568
2025-03-21 20:39:16-07:00,22.49,299.27700000000004,10.845,10.720500000000001,19.523999999999997,456.99,21.5,33.4,0.0,0.45,0.49,,,,,,27.0,1.0,2.0,,4.2648
2025-03-21 20:40:16-07:00,22.49,294.88800000000003,10.476,10.636500000000002,21.168,457.0,21.5,33.3,0.0,0.35,0.41,,,,,,29.0,1.0,2.0,,4.5136
2025-03-21 20:41:17-07:00,22.49,280.786,10.764000000000001,9.849000000000002,21.84,457.0,21.5,33.4,0.0,0.23,0.32,,,,,,28.0,0.0,2.0,,4.5520000000000005
2025-03-21 20:42:17-07:00,22.49,274.45000000000005,10.232999999999999,9.870000000000001,21.432,457.29,21.5,33.4,0.0,0.38,0.42,,,,,,28.0,1.0,2.0,,4.5904
2025-03-21 20:43:17-07:00,22.49,283.73400000000004,9.360000000000001,9.786000000000001,21.599999999999998,457.98,21.5,33.5,0.0,0.3,0.31,,,,,,28.0,1.0,2.0,,4.56
2025-03-21 20:44:17-07:00,22.49,284.911,9.594000000000001,10.143,21.671999999999997,458.87,21.5,33.4,0.0,0.4,0.4,,,,,,28.0,0.0,2.0,,4.6544
2025-03-21 20:45:17-07:00,22.51,286.93500000000006,10.449,10.909500000000001,20.255999999999997,459.76,21.5,33.4,0.0,0.15,0.48,,,,,,28.0,0.0,2.0,,4.1712
2025-03-21 20:46:18-07:00,22.51,291.808,9.783,9.9435,21.612000000000002,461.01,21.5,33.5,0.0,0.47,0.59,,,,,,29.0,0.0,2.0,,4.698400000000001
2025-03-21 20:47:18-07:00,22.52,289.718,10.638,10.227,20.099999999999998,462.14,21.5,33.4,0.0,0.46,0.5,,,,,,28.0,1.0,1.0,,4.388
2025-03-21 20:48:18-07:00,22.54,289.75100000000003,10.989,9.849000000000002,21.144000000000002,463.85,21.5,33.5,0.0,0.31,0.32,,,,,,28.0,1.0,2.0,,4.476800000000001
2025-03-21 20:49:18-07:00,22.56,288.706,10.881,10.195500000000001,20.82,465.1,21.5,33.5,0.0,0.12,0.13,,,,,,27.0,1.0,2.0,,4.260000000000001
2025-03-21 20:50:18-07:00,22.56,292.51200000000006,10.818,10.636500000000002,19.439999999999998,466.15,21.5,33.4,0.0,0.17,0.17,,,,,,27.0,1.0,2.0,,4.024
2025-03-21 20:51:19-07:00,22.57,298.43000000000006,11.439000000000002,10.615499999999999,19.679999999999996,466.7,21.5,33.4,0.03,0.39,0.54,,,,,,28.0,1.0,1.0,,4.247999999999999
2025-03-21 20:52:18-07:00,22.57,290.785,11.475,10.7415,19.836000000000002,467.4,21.5,33.4,0.01,0.27,0.36,,,,,,28.0,1.0,1.0,,4.1832
2025-03-21 20:53:18-07:00,22.57,289.993,10.827,9.491999999999999,21.612000000000002,467.89,21.5,33.4,0.0,0.6,0.63,,,,,,29.0,0.0,1.0,,4.8024000000000004
2025-03-21 20:54:19-07:00,22.58,286.264,10.998000000000001,10.006499999999999,20.855999999999998,467.96,21.5,33.4,0.0,0.3,0.31,,,,,,28.0,0.0,1.0,,4.4112
2025-03-21 20:55:19-07:00,22.57,271.975,10.232999999999999,8.127,22.139999999999997,467.99,21.5,33.4,0.0,0.51,0.51,,,,,,30.0,1.0,2.0,,4.836
2025-03-21 20:56:19-07:00,22.58,288.79400000000004,10.935,9.355500000000001,21.048,468.54,21.5,33.4,0.0,0.2,0.2,,,,,,29.0,1.0,1.0,,4.3696
2025-03-21 20:57:20-07:00,22.58,282.88700000000006,10.917000000000002,10.153500000000001,19.608,468.84,21.5,33.4,0.0,0.38,0.54,,,,,,28.0,1.0,1.0,,4.2256
2025-03-21 20:58:20-07:00,22.58,295.097,11.286,10.006499999999999,21.732,468.94,21.5,33.4,0.0,0.25,0.36,,,,,,27.0,0.0,2.0,,4.5464
2025-03-21 20:59:20-07:00,22.59,287.507,11.079,9.6495,21.287999999999997,468.98,21.5,33.4,0.0,0.1,0.26,,,,,,27.0,0.0,1.0,,4.337599999999999
2025-03-21 21:00:20-07:00,22.59,282.46900000000005,10.638,9.66,21.24,468.99,21.5,33.4,0.0,0.19,0.28,,,,,,28.0,0.0,2.0,,4.4
2025-03-21 21:01:20-07:00,22.59,291.797,11.439000000000002,8.925,21.287999999999997,469.0,21.5,33.4,0.0,0.08,0.11,,,,,,28.0,0.0,1.0,,4.321599999999999
2025-03-21 21:02:21-07:00,22.58,292.11600000000004,10.026000000000002,9.387,20.663999999999998,469.0,21.5,33.3,0.0,0.12,0.13,,,,,,29.0,0.0,1.0,,4.2288
2025-03-21 21:03:21-07:00,22.59,282.733,9.891,10.279499999999999,19.679999999999996,469.06,21.6,33.4,0.0,0.26,0.26,,,,,,29.0,1.0,1.0,,4.143999999999999
2025-03-21 21:04:21-07:00,22.59,269.21400000000006,11.232000000000001,10.731000000000002,19.392,469.57,21.6,33.3,0.0,0.3,0.3,,,,,,27.0,1.0,1.0,,4.1184
2025-03-21 21:05:21-07:00,22.59,292.391,11.772,10.4685,20.46,469.85,21.6,33.3,0.0,0.21,0.44,,,,,,28.0,0.0,1.0,,4.260000000000001
2025-03-21 21:06:21-07:00,22.59,295.04200000000003,10.341000000000001,9.7335,21.863999999999997,470.49,21.6,33.2,0.0,0.43,0.5,,,,,,30.0,1.0,1.0,,4.7168
2025-03-21 21:07:22-07:00,22.59,295.76800000000003,10.341000000000001,9.7335,20.676,470.82,21.6,33.3,0.0,0.22,0.25,,,,,,29.0,1.0,1.0,,4.3112
2025-03-21 21:08:22-07:00,22.59,291.33500000000004,10.35,9.513000000000002,21.06,470.94,21.6,33.2,0.0,0.1,0.11,,,,,,29.0,1.0,2.0,,4.292
2025-03-21 21:09:23-07:00,22.59,293.05100000000004,12.528,9.744,20.724,471.2,21.6,33.2,0.0,0.57,0.74,,,,,,27.0,0.0,2.0,,4.6008
2025-03-21 21:10:23-07:00,22.59,291.709,11.907,9.240000000000002,20.831999999999997,471.63,21.6,33.1,0.0,0.34,0.55,,,,,,28.0,1.0,1.0,,4.4384
2025-03-21 21:11:23-07:00,22.59,296.84600000000006,11.457,9.618,20.795999999999996,471.22,21.6,33.1,0.0,0.43,0.5,,,,,,27.0,1.0,1.0,,4.5032
2025-03-21 21:12:19-07:00,22.59,289.531,11.277,9.534,21.12,471.38,21.6,33.0,0.0,0.49,0.52,,,,,,28.0,1.0,1.0,,4.6160000000000005
2025-03-21 21:13:18-07:00,22.59,293.975,12.132000000000001,10.195500000000001,19.572,471.78,21.6,33.2,0.0,0.25,0.26,,,,,,28.0,1.0,1.0,,4.1144
2025-03-21 21:14:18-07:00,22.59,297.27500000000003,12.15,10.416,18.624,472.19,21.6,33.0,0.0,0.11,0.11,,,,,,28.0,1.0,1.0,,3.8128
2025-03-21 21:15:18-07:00,22.59,290.807,10.026000000000002,9.366,20.784,472.42,21.6,33.1,0.0,0.36,0.43,,,,,,29.0,1.0,1.0,,4.4448
2025-03-21 21:16:18-07:00,22.59,285.593,13.032,9.166500000000001,21.624,472.8,21.6,33.1,0.0,0.13,0.52,,,,,,27.0,1.0,1.0,,4.4288
2025-03-21 21:17:19-07:00,22.59,293.54600000000005,12.78,8.9145,21.204,473.09,21.6,33.0,0.0,0.12,0.31,,,,,,26.0,0.0,1.0,,4.3368
2025-03-21 21:18:21-07:00,22.61,288.46400000000006,10.98,8.809500000000002,21.816,473.97,21.6,33.1,0.0,0.23,0.3,,,,,,28.0,1.0,2.0,,4.5472
2025-03-21 21:19:21-07:00,22.64,284.383,10.881,8.841000000000001,21.720000000000002,475.8,21.6,33.0,0.0,0.45,0.48,,,,,,29.0,1.0,2.0,,4.704000000000001
2025-03-21 21:20:21-07:00,22.66,289.41,12.069,9.870000000000001,21.131999999999998,476.12,21.6,33.0,0.0,0.21,0.21,,,,,,27.0,1.0,2.0,,4.3944
2025-03-21 21:21:21-07:00,22.67,268.73,11.853,9.0405,22.344,476.12,21.7,33.0,0.0,0.07,0.07,,,,,,26.0,1.0,2.0,,4.524800000000001
2025-03-21 21:22:21-07:00,22.67,290.84,10.773000000000001,9.219,22.044,476.08,21.7,32.9,0.0,0.02,0.1,,,,,,28.0,0.0,1.0,,4.4248
