DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,137,26,-1,-30,3475419820,126,22,3984015235,AQI
2025-03-17 03:12:01-07:00,7.97,156.40900000000002,6.831,12.474000000000002,22.247999999999998,393.23,8.6,62.6,0.0,0.0,0.0,18.0,1.0,-2.0,STAT,,,,,4.449599999999999
2025-03-17 03:13:01-07:00,7.95,155.012,5.076,12.736500000000001,20.712,393.08,8.6,62.4,0.0,0.0,0.0,20.0,2.0,-1.0,STAT,,,,,4.1424
2025-03-17 03:14:02-07:00,7.95,157.66300000000004,5.625,12.033000000000001,21.492,393.03,8.6,62.3,0.0,0.0,0.23,20.0,2.0,-1.0,STAT,,,,,4.2984
2025-03-17 03:15:02-07:00,7.94,157.08,6.498,12.8625,21.3,393.01,8.6,62.7,0.0,0.0,0.08,19.0,3.0,-1.0,STAT,,,,,4.260000000000001
2025-03-17 03:16:02-07:00,7.93,153.153,5.211,13.3665,20.987999999999996,393.0,8.6,62.7,0.0,0.0,0.02,20.0,2.0,-1.0,STAT,,,,,4.1975999999999996
2025-03-17 03:17:02-07:00,7.91,156.91500000000002,6.5520000000000005,14.343,19.404,393.0,8.6,63.2,0.0,0.35,0.36,18.0,2.0,-2.0,STAT,,,,,4.1608
2025-03-17 03:18:02-07:00,7.87,156.27700000000002,5.805000000000001,14.647499999999999,19.344,393.0,8.6,63.6,0.0,0.11,0.12,19.0,2.0,-1.0,STAT,,,,,3.9568000000000003
2025-03-17 03:19:02-07:00,7.85,159.049,6.462,14.196,19.368,393.54,8.5,63.3,0.0,0.04,0.04,19.0,2.0,-1.0,STAT,,,,,3.9055999999999997
2025-03-17 03:20:03-07:00,7.84,157.71800000000002,5.085000000000001,12.841500000000002,20.46,393.81,8.5,63.2,0.0,0.01,0.01,20.0,2.0,-1.0,STAT,,,,,4.1000000000000005
2025-03-17 03:21:03-07:00,7.83,156.827,5.274,13.797,19.907999999999998,393.93,8.5,63.3,0.0,0.0,0.0,19.0,2.0,-1.0,STAT,,,,,3.9816
2025-03-17 03:22:03-07:00,7.82,154.462,4.779,13.377,20.58,393.98,8.5,63.5,0.0,0.0,0.0,19.0,2.0,-1.0,STAT,,,,,4.116
2025-03-17 03:23:04-07:00,7.78,151.074,4.788,12.9675,21.192,393.99,8.5,63.5,0.0,0.0,0.0,19.0,2.0,-2.0,STAT,,,,,4.2384
2025-03-17 03:24:04-07:00,7.75,152.20700000000002,3.636,14.07,18.912,394.0,8.5,63.8,0.0,0.0,0.21,21.0,3.0,-1.0,STAT,,,,,3.7824
2025-03-17 03:25:03-07:00,7.74,156.78300000000002,5.193,14.049000000000001,19.523999999999997,394.0,8.5,63.9,0.0,0.0,0.36,19.0,3.0,-1.0,STAT,,,,,3.9048
2025-03-17 03:26:03-07:00,7.73,157.377,4.167,14.1645,19.548,394.0,8.5,64.1,0.0,0.0,0.12,20.0,2.0,-2.0,STAT,,,,,3.9095999999999997
2025-03-17 03:27:03-07:00,7.72,159.07100000000003,4.518,12.778500000000001,21.336000000000002,394.0,8.4,64.2,0.0,0.0,0.15,19.0,2.0,-1.0,STAT,,,,,4.267200000000001
2025-03-17 03:28:03-07:00,7.68,158.917,5.994000000000001,12.631499999999999,20.304000000000002,394.0,8.4,64.1,0.0,0.04,0.08,18.0,1.0,-1.0,STAT,,,,,4.0928
2025-03-17 03:29:03-07:00,7.65,156.299,5.463,13.576500000000001,19.212,394.0,8.4,64.5,0.0,0.01,0.03,19.0,2.0,-1.0,STAT,,,,,3.8504
2025-03-17 03:30:04-07:00,7.64,153.494,7.3709999999999996,13.2825,19.32,394.0,8.4,64.7,0.0,0.0,0.01,17.0,2.0,-1.0,STAT,,,,,3.8640000000000003
2025-03-17 03:31:03-07:00,7.63,155.078,6.336,14.217,17.784,394.57,8.4,64.2,0.0,0.0,0.29,17.0,2.0,-2.0,STAT,,,,,3.5568
2025-03-17 03:32:03-07:00,7.62,151.50300000000001,5.867999999999999,13.786500000000002,18.252,394.73,8.4,64.3,0.0,0.0,0.1,18.0,2.0,-1.0,STAT,,,,,3.6504
2025-03-17 03:33:04-07:00,7.57,149.34700000000004,6.822,13.545000000000002,17.735999999999997,394.78,8.3,64.9,0.0,0.0,0.2,18.0,2.0,-1.0,STAT,,,,,3.5471999999999997
2025-03-17 03:34:04-07:00,7.55,151.877,6.633,13.0935,18.936,394.92,8.3,64.3,0.0,0.0,0.07,17.0,2.0,-1.0,STAT,,,,,3.7872000000000003
2025-03-17 03:35:04-07:00,7.54,150.931,5.589,13.6605,17.34,394.97,8.3,64.6,0.0,0.0,0.02,18.0,2.0,-1.0,STAT,,,,,3.468
2025-03-17 03:36:06-07:00,7.53,155.94700000000003,5.283,15.036000000000001,17.988,394.99,8.3,64.6,0.0,0.0,0.01,18.0,2.0,-1.0,STAT,,,,,3.5976
2025-03-17 03:37:06-07:00,7.5,157.542,5.247,13.534500000000001,19.692,395.0,8.3,64.6,0.0,0.08,0.43,18.0,2.0,-1.0,STAT,,,,,4.0024
2025-03-17 03:38:06-07:00,7.46,161.04000000000002,4.41,14.059500000000002,19.992,395.23,8.2,64.7,0.0,0.03,0.14,19.0,2.0,-2.0,STAT,,,,,4.0224
2025-03-17 03:39:06-07:00,7.44,166.837,5.6160000000000005,14.364,20.171999999999997,395.73,8.2,64.7,0.0,0.01,0.22,18.0,2.0,-1.0,STAT,,,,,4.0424
2025-03-17 03:40:06-07:00,7.43,167.178,4.545,16.149,19.247999999999998,396.49,8.2,65.1,0.0,0.0,0.18,19.0,2.0,-1.0,STAT,,,,,3.8495999999999997
2025-03-17 03:41:06-07:00,7.39,168.63000000000002,3.582,15.582,20.555999999999997,397.38,8.2,65.1,0.0,0.0,0.06,20.0,2.0,-1.0,STAT,,,,,4.111199999999999
2025-03-17 03:42:06-07:00,7.36,168.762,5.5440000000000005,15.477,20.171999999999997,397.78,8.2,65.4,0.0,0.0,0.02,19.0,2.0,-1.0,STAT,,,,,4.0344
2025-03-17 03:43:06-07:00,7.34,164.65900000000002,5.283,16.0335,17.916,397.92,8.1,65.6,0.0,0.02,0.02,19.0,2.0,-1.0,STAT,,,,,3.5992
2025-03-17 03:44:07-07:00,7.33,163.86700000000002,4.689,15.1095,17.328,397.97,8.1,65.7,0.0,0.03,0.37,19.0,2.0,-1.0,STAT,,,,,3.4896000000000003
2025-03-17 03:45:07-07:00,7.28,166.26500000000001,3.8070000000000004,15.288000000000002,17.195999999999998,398.15,8.1,65.8,0.0,0.01,0.12,20.0,2.0,-1.0,STAT,,,,,3.4471999999999996
2025-03-17 03:46:06-07:00,7.25,167.35399999999998,3.546,15.603,17.652,398.24,8.1,65.6,0.0,0.1,0.29,20.0,3.0,-1.0,STAT,,,,,3.6104000000000003
2025-03-17 03:47:06-07:00,7.23,164.483,4.941000000000001,15.162,19.247999999999998,398.73,8.1,65.8,0.0,0.12,0.51,18.0,2.0,-1.0,STAT,,,,,3.9455999999999998
2025-03-17 03:48:06-07:00,7.19,167.80500000000004,5.166,15.477,19.523999999999997,399.41,8.0,66.2,0.0,0.37,0.5,18.0,2.0,-1.0,STAT,,,,,4.2008
2025-03-17 03:49:06-07:00,7.15,172.931,5.445,16.0755,19.056,400.33,8.0,66.5,0.0,0.13,0.17,17.0,2.0,-1.0,STAT,,,,,3.9152000000000005
2025-03-17 03:50:06-07:00,7.13,185.21800000000002,5.787,15.8655,19.416,401.96,8.0,66.7,0.0,0.04,0.06,17.0,2.0,-1.0,STAT,,,,,3.9152000000000005
2025-03-17 03:51:02-07:00,7.12,188.61700000000002,4.464,15.435,19.631999999999998,402.6,8.0,66.8,0.0,0.05,0.21,18.0,3.0,-1.0,STAT,,,,,3.9663999999999997
2025-03-17 03:52:02-07:00,7.06,184.36,5.589,16.191,19.116,402.86,8.0,66.8,0.0,0.02,0.27,17.0,2.0,-1.0,STAT,,,,,3.8392
2025-03-17 03:53:03-07:00,7.04,178.387,4.365,15.057,19.32,402.95,8.0,66.8,0.0,0.13,0.22,19.0,2.0,-1.0,STAT,,,,,3.9680000000000004
2025-03-17 03:54:03-07:00,7.02,170.06,6.075,14.637,19.152,402.98,7.9,66.7,0.0,0.04,0.07,17.0,2.0,-1.0,STAT,,,,,3.8624000000000005
2025-03-17 03:55:03-07:00,6.98,172.227,4.707000000000001,14.3115,19.428,402.59,7.9,67.0,0.0,0.01,0.02,18.0,2.0,-1.0,STAT,,,,,3.8936
2025-03-17 03:56:03-07:00,6.94,170.15900000000002,6.408,13.807500000000001,19.871999999999996,402.05,7.9,66.8,0.0,0.07,0.17,,,,,,16.0,2.0,,4.030399999999999
2025-03-17 03:57:03-07:00,6.93,167.244,6.381,13.996500000000001,20.34,401.37,7.9,67.1,0.0,0.03,0.06,,,,,,17.0,2.0,,4.0920000000000005
2025-03-17 03:58:03-07:00,6.89,165.11,5.589,14.616,18.227999999999998,401.13,7.8,67.2,0.0,0.01,0.25,,,,,,17.0,2.0,,3.6536
2025-03-17 03:59:03-07:00,6.85,163.48200000000003,6.084,13.6395,17.639999999999997,401.05,7.8,67.3,0.0,0.0,0.59,,,,,,16.0,2.0,,3.5279999999999996
2025-03-17 04:00:03-07:00,6.83,162.85500000000002,6.5520000000000005,14.406,14.58,401.02,7.8,67.9,0.0,0.0,0.2,,,,,,17.0,2.0,,2.9160000000000004
2025-03-17 04:01:04-07:00,6.81,160.99600000000004,5.202,13.7655,14.772,401.01,7.8,67.8,0.0,0.0,0.07,,,,,,18.0,2.0,,2.9544
2025-03-17 04:02:04-07:00,6.76,159.786,6.992999999999999,13.65,14.495999999999999,401.0,7.8,68.0,0.0,0.03,0.27,,,,,,16.0,2.0,,2.9232
2025-03-17 04:03:04-07:00,6.73,157.234,5.049,13.923,15.143999999999998,401.0,7.8,67.8,0.0,0.25,0.33,,,,,,17.0,2.0,,3.2288
2025-03-17 04:04:04-07:00,6.71,158.36700000000002,5.346,14.532,15.888,401.0,7.8,67.6,0.23,0.53,0.56,,,,,,16.0,2.0,,3.6016
2025-03-17 04:05:04-07:00,6.66,158.07,5.913,14.185500000000001,15.468,401.0,7.7,68.0,0.07,0.17,0.18,,,,,,16.0,2.0,,3.2296000000000005
2025-03-17 04:06:05-07:00,6.63,151.92100000000002,4.932,14.7105,14.772,401.0,7.7,68.0,0.02,0.55,0.55,,,,,,17.0,2.0,,3.3944
2025-03-17 04:07:05-07:00,6.61,156.32100000000003,5.022,14.4375,15.876,401.0,7.7,67.8,0.01,0.45,0.6,,,,,,17.0,2.0,,3.5352
2025-03-17 04:08:05-07:00,6.56,159.10399999999998,5.265,15.225000000000001,13.584,400.5,7.7,68.4,0.0,0.23,0.28,,,,,,17.0,2.0,,2.9008000000000003
2025-03-17 04:09:05-07:00,6.53,161.12800000000001,6.201,14.9835,13.847999999999999,400.18,7.6,68.5,0.0,0.13,0.14,,,,,,16.0,3.0,,2.8736
2025-03-17 04:10:05-07:00,6.51,163.93300000000002,6.615,14.973,14.783999999999999,400.06,7.6,68.6,0.0,0.39,0.43,,,,,,15.0,2.0,,3.2687999999999997
2025-03-17 04:11:05-07:00,6.46,164.95600000000002,6.759,16.2855,14.735999999999999,400.02,7.6,68.4,0.0,0.55,1.06,,,,,,16.0,2.0,,3.3872
2025-03-17 04:12:05-07:00,6.43,166.10000000000002,7.038,17.8185,13.38,400.49,7.6,68.5,0.0,0.18,0.47,,,,,,17.0,2.0,,2.8200000000000003
2025-03-17 04:13:05-07:00,6.41,168.553,4.986,18.543,11.58,400.82,7.6,68.9,0.08,0.7,0.79,,,,,,17.0,2.0,,2.8760000000000003
2025-03-17 04:14:05-07:00,6.36,171.776,5.058,18.238500000000002,12.299999999999999,401.17,7.6,68.6,0.03,0.23,0.26,,,,,,17.0,2.0,,2.644
2025-03-17 04:15:06-07:00,6.33,180.092,5.607,19.803,13.031999999999998,402.19,7.5,69.0,0.01,0.25,0.26,,,,,,17.0,2.0,,2.8064
2025-03-17 04:16:06-07:00,6.31,183.17200000000003,7.209,19.509,13.031999999999998,403.36,7.5,69.2,0.0,0.12,0.4,,,,,,15.0,2.0,,2.7024
2025-03-17 04:17:06-07:00,6.29,178.112,6.129,18.511499999999998,13.488,404.42,7.5,69.2,0.0,0.44,0.56,,,,,,15.0,2.0,,3.0496
2025-03-17 04:18:06-07:00,6.24,175.802,7.038,16.7895,14.975999999999999,404.22,7.5,69.1,0.03,0.54,0.82,,,,,,15.0,2.0,,3.4272
2025-03-17 04:19:06-07:00,6.22,170.06,4.473,16.852500000000003,14.28,404.08,7.5,69.2,0.03,0.49,0.58,,,,,,17.0,2.0,,3.2479999999999998
2025-03-17 04:20:06-07:00,6.21,171.611,4.86,16.7265,13.68,404.03,7.5,69.6,0.01,0.17,0.2,,,,,,18.0,2.0,,2.8720000000000003
2025-03-17 04:21:06-07:00,6.2,170.192,6.471,16.4745,12.527999999999999,404.01,7.5,69.8,0.0,0.06,0.07,,,,,,15.0,2.0,,2.5536
2025-03-17 04:22:06-07:00,6.18,172.19400000000002,5.193,15.970500000000001,13.464,404.0,7.5,70.0,0.0,0.42,0.58,,,,,,16.0,2.0,,3.0288
2025-03-17 04:23:07-07:00,6.13,169.84000000000003,3.8520000000000003,16.453500000000002,14.04,404.16,7.5,70.0,0.0,0.44,0.49,,,,,,17.0,2.0,,3.1599999999999997
2025-03-17 04:24:07-07:00,6.12,168.26700000000002,3.8520000000000003,16.8,14.568,404.59,7.5,69.9,0.0,0.29,0.3,,,,,,17.0,1.0,,3.1456
2025-03-17 04:25:07-07:00,6.11,174.185,4.59,17.325,14.604,404.86,7.5,69.9,0.08,0.73,0.74,,,,,,16.0,1.0,,3.5048
2025-03-17 04:26:07-07:00,6.11,184.745,4.923,18.228,13.956000000000001,404.95,7.5,70.0,0.03,0.8,0.8,,,,,,17.0,1.0,,3.4312000000000005
2025-03-17 04:27:07-07:00,6.1,188.37500000000003,5.346,17.671499999999998,12.768,405.14,7.5,70.3,0.03,1.13,1.32,,,,,,16.0,1.0,,3.4576000000000002
2025-03-17 04:28:07-07:00,6.1,184.30500000000004,6.597,17.871,12.564,405.7,7.5,70.1,0.03,0.75,0.95,,,,,,15.0,1.0,,3.1128000000000005
2025-03-17 04:29:07-07:00,6.1,182.435,5.994000000000001,17.3775,10.860000000000001,405.98,7.5,70.5,0.12,0.95,1.22,,,,,,16.0,1.0,,2.9320000000000004
2025-03-17 04:30:07-07:00,6.09,184.31600000000003,4.941000000000001,17.262,11.892,406.93,7.5,70.4,0.04,0.59,0.75,,,,,,17.0,1.0,,2.8504
2025-03-17 04:31:08-07:00,6.09,185.504,4.149,17.85,12.839999999999998,407.62,7.5,70.2,0.12,0.49,0.71,,,,,,17.0,2.0,,2.9599999999999995
2025-03-17 04:32:08-07:00,6.08,182.90800000000002,5.013000000000001,16.275000000000002,16.56,406.36,7.5,69.9,0.04,0.61,0.82,,,,,,15.0,2.0,,3.8
2025-03-17 04:33:08-07:00,6.09,181.67600000000002,4.752000000000001,16.233,17.556,403.18,7.5,69.9,0.11,0.82,0.9,,,,,,17.0,1.0,,4.1672
2025-03-17 04:34:08-07:00,6.09,184.37100000000004,5.382000000000001,15.834000000000001,17.34,401.77,7.5,70.0,0.25,0.94,1.27,,,,,,16.0,1.0,,4.22
2025-03-17 04:35:08-07:00,6.1,179.32200000000003,4.671,15.214500000000001,16.139999999999997,400.86,7.5,70.2,0.08,0.92,1.03,,,,,,16.0,1.0,,3.964
2025-03-17 04:36:08-07:00,6.1,171.60000000000002,6.264,14.668500000000002,16.056,399.76,7.6,70.3,0.2,0.88,0.91,,,,,,15.0,1.0,,3.9152000000000005
2025-03-17 04:37:08-07:00,6.1,167.70600000000002,6.408,15.036000000000001,15.864,399.27,7.6,70.2,0.45,0.93,0.99,,,,,,15.0,1.0,,3.9168000000000007
2025-03-17 04:38:08-07:00,6.1,165.58300000000003,7.092,15.414,16.235999999999997,399.09,7.6,70.1,0.47,1.02,1.18,,,,,,14.0,1.0,,4.063199999999999
2025-03-17 04:39:08-07:00,6.11,161.96400000000003,7.119000000000001,15.3825,16.584,399.03,7.7,70.0,0.22,0.72,0.85,,,,,,13.0,0.0,,3.8928000000000003
2025-03-17 04:40:09-07:00,6.11,163.93300000000002,6.930000000000001,14.973,17.4,398.51,7.7,70.1,0.2,0.97,1.1,,,,,,15.0,0.0,,4.256
2025-03-17 04:41:09-07:00,6.11,159.17,5.688000000000001,14.2905,16.836,397.72,7.7,70.0,0.1,0.99,1.13,,,,,,15.0,0.0,,4.1592
2025-03-17 04:42:10-07:00,6.15,158.895,7.029,14.332500000000001,16.727999999999998,396.67,7.7,69.9,0.39,1.07,1.25,,,,,,14.0,1.0,,4.2016
2025-03-17 04:43:10-07:00,6.17,159.577,5.958,14.836500000000001,16.776,396.24,7.7,70.0,0.16,1.11,1.22,,,,,,15.0,0.0,,4.2432
2025-03-17 04:44:10-07:00,6.19,158.63100000000003,5.247,15.2565,16.452,396.08,7.7,70.0,0.05,0.91,1.02,,,,,,15.0,0.0,,4.018400000000001
2025-03-17 04:45:10-07:00,6.2,167.15600000000003,5.913,15.3825,16.139999999999997,396.03,7.8,70.0,0.45,0.93,1.23,,,,,,16.0,0.0,,3.972
2025-03-17 04:46:11-07:00,6.21,170.39000000000001,5.867999999999999,16.359,15.623999999999999,396.36,7.8,70.2,0.25,0.8,1.48,,,,,,15.0,0.0,,3.7648
2025-03-17 04:47:11-07:00,6.21,166.353,6.534,16.768500000000003,15.696,396.7,7.8,69.9,0.09,0.43,0.94,,,,,,15.0,0.0,,3.4832
2025-03-17 04:48:10-07:00,6.23,166.661,5.517,17.576999999999998,14.196,396.89,7.9,69.9,0.29,1.05,1.28,,,,,,16.0,0.0,,3.6792
2025-03-17 04:49:10-07:00,6.27,165.97899999999998,5.328,15.7185,16.764,396.96,7.9,70.1,0.19,0.91,1.22,,,,,,16.0,0.0,,4.0808
2025-03-17 04:50:10-07:00,6.29,166.067,3.717,15.729000000000001,16.668,396.99,7.9,70.1,0.19,0.84,1.13,,,,,,17.0,0.0,,4.0056
2025-03-17 04:51:10-07:00,6.31,168.50900000000001,3.978,16.044,16.008,397.07,7.9,70.4,0.11,0.93,1.1,,,,,,18.0,0.0,,3.9456
2025-03-17 04:52:10-07:00,6.31,165.737,3.789,14.952000000000002,17.58,397.67,7.9,70.2,0.1,0.83,0.96,,,,,,17.0,0.0,,4.18
2025-03-17 04:53:11-07:00,6.31,162.954,3.9600000000000004,14.154000000000002,18.072,397.88,8.0,69.6,0.03,0.8,0.84,,,,,,17.0,0.0,,4.2544
2025-03-17 04:54:11-07:00,6.34,162.316,5.796,14.007,18.744,397.96,8.0,69.7,0.11,0.63,0.77,,,,,,16.0,0.0,,4.252800000000001
2025-03-17 04:55:11-07:00,6.38,158.07,6.462,14.595,16.284,397.37,8.0,69.8,0.2,0.46,0.5,,,,,,16.0,1.0,,3.6248
2025-03-17 04:56:11-07:00,6.39,157.35500000000002,4.8149999999999995,13.996500000000001,18.407999999999998,397.13,8.0,69.3,0.07,0.76,0.77,,,,,,17.0,0.0,,4.2896
2025-03-17 04:57:12-07:00,6.4,159.786,4.437,14.0805,18.66,397.05,8.0,69.1,0.02,0.92,0.92,,,,,,17.0,0.0,,4.468
2025-03-17 04:58:12-07:00,6.41,163.383,4.896000000000001,14.679,18.108,396.93,8.0,69.2,0.01,0.7,1.18,,,,,,16.0,0.0,,4.1816
2025-03-17 04:59:12-07:00,6.41,159.07100000000003,3.204,14.0805,18.816,396.33,8.0,68.9,0.0,0.54,0.8,,,,,,18.0,0.0,,4.1952
2025-03-17 05:00:12-07:00,6.43,158.169,4.311,13.251,18.0,396.12,8.0,69.2,0.03,0.78,0.86,,,,,,18.0,0.0,,4.224
2025-03-17 05:01:12-07:00,6.47,159.14800000000002,5.913,12.684000000000001,18.552,396.04,8.0,69.3,0.1,0.53,0.56,,,,,,17.0,0.0,,4.1344
2025-03-17 05:02:13-07:00,6.49,158.026,4.014,13.65,17.148,396.01,8.1,68.9,0.04,0.63,0.7,,,,,,17.0,1.0,,3.9336
2025-03-17 05:03:13-07:00,6.5,156.761,6.156,13.797,17.16,396.01,8.1,69.0,0.01,0.76,0.79,,,,,,15.0,0.0,,4.040000000000001
2025-03-17 05:04:13-07:00,6.51,158.598,7.11,13.4715,17.34,396.0,8.1,69.0,0.0,0.47,0.47,,,,,,14.0,0.0,,3.844
2025-03-17 05:05:13-07:00,6.51,161.601,5.7509999999999994,13.839,17.256,396.0,8.1,68.5,0.04,0.34,0.35,,,,,,17.0,0.0,,3.7232000000000003
2025-03-17 05:06:13-07:00,6.52,161.41400000000002,5.787,13.1565,17.831999999999997,396.0,8.1,68.4,0.01,0.13,0.13,,,,,,17.0,0.0,,3.6704
2025-03-17 05:07:13-07:00,6.52,160.094,5.103,13.146,19.692,396.0,8.1,68.4,0.0,0.26,0.7,,,,,,17.0,0.0,,4.1464
2025-03-17 05:08:08-07:00,6.52,159.511,5.8229999999999995,13.839,19.116,396.0,8.1,68.3,0.0,0.95,1.12,,,,,,16.0,1.0,,4.5832
2025-03-17 05:09:08-07:00,6.52,160.061,5.022,12.831000000000001,18.924,396.0,8.1,68.4,0.0,0.51,0.96,,,,,,17.0,0.0,,4.1928
2025-03-17 05:10:08-07:00,6.52,158.15800000000002,5.031,13.3035,18.372,396.0,8.0,68.4,0.0,0.64,0.82,,,,,,17.0,0.0,,4.186400000000001
2025-03-17 05:11:09-07:00,6.52,159.66500000000002,5.4990000000000006,12.7995,18.612,396.0,8.0,67.8,0.0,0.27,0.33,,,,,,17.0,0.0,,3.9384
2025-03-17 05:12:09-07:00,6.53,159.95100000000002,5.922000000000001,12.600000000000001,18.599999999999998,396.0,8.0,67.4,0.0,0.75,0.88,,,,,,16.0,0.0,,4.32
2025-03-17 05:13:09-07:00,6.55,161.282,5.103,12.778500000000001,18.695999999999998,396.0,8.0,67.5,0.0,0.67,0.72,,,,,,17.0,1.0,,4.2752
2025-03-17 05:14:10-07:00,6.58,160.842,7.460999999999999,13.167,19.008,396.0,8.0,66.8,0.0,0.79,0.8,,,,,,16.0,1.0,,4.4336
2025-03-17 05:15:10-07:00,6.59,160.41300000000004,5.985,13.912500000000001,18.66,396.08,8.0,67.2,0.0,0.51,0.52,,,,,,16.0,0.0,,4.140000000000001
2025-03-17 05:16:10-07:00,6.6,162.602,5.265,13.450500000000002,17.676,396.06,8.0,67.4,0.0,0.26,0.26,,,,,,16.0,0.0,,3.7432
2025-03-17 05:17:10-07:00,6.6,170.94000000000003,5.5440000000000005,12.9675,18.192,396.02,8.0,67.0,0.0,0.08,0.08,,,,,,17.0,1.0,,3.7024000000000004
2025-03-17 05:18:11-07:00,6.61,169.07,6.777,12.306000000000001,20.34,396.01,8.0,66.4,0.0,0.3,0.3,,,,,,16.0,1.0,,4.308000000000001
2025-03-17 05:19:11-07:00,6.6,165.39600000000002,6.012,12.169500000000001,20.688,396.0,8.0,66.5,0.0,0.29,0.29,,,,,,16.0,0.0,,4.3696
2025-03-17 05:20:11-07:00,6.61,162.261,5.994000000000001,12.7155,19.884,396.23,8.0,66.9,0.0,0.11,0.2,,,,,,17.0,0.0,,4.0648
2025-03-17 05:21:11-07:00,6.62,162.514,6.6690000000000005,12.211500000000001,21.791999999999998,396.73,8.0,66.4,0.0,0.31,0.82,,,,,,17.0,0.0,,4.6064
2025-03-17 05:22:12-07:00,6.62,159.511,6.048,12.1485,21.744,396.9,8.0,66.0,0.0,0.71,0.92,,,,,,16.0,0.0,,4.916799999999999
2025-03-17 05:23:13-07:00,6.62,158.21300000000002,5.3100000000000005,12.3585,21.168,396.35,8.0,65.8,0.22,0.78,0.87,,,,,,18.0,0.0,,4.8576
2025-03-17 05:24:13-07:00,6.62,157.344,5.364,11.403,23.387999999999998,396.12,8.0,65.7,0.07,0.25,0.28,,,,,,18.0,0.0,,4.8776
2025-03-17 05:25:13-07:00,6.62,163.768,5.283,11.9385,22.992,396.04,8.0,65.8,0.17,0.37,0.89,,,,,,18.0,0.0,,4.894400000000001
2025-03-17 05:26:13-07:00,6.62,170.95100000000002,5.139,12.558000000000002,21.587999999999997,396.02,8.0,65.6,0.2,0.6,0.85,,,,,,16.0,0.0,,4.797599999999999
2025-03-17 05:27:13-07:00,6.62,167.728,4.518,12.012,22.523999999999997,396.01,8.0,65.6,0.07,0.2,0.28,,,,,,18.0,0.0,,4.6648
2025-03-17 05:28:13-07:00,6.62,162.943,5.859,11.718,21.852,396.0,8.0,65.5,0.02,0.06,0.31,,,,,,17.0,0.0,,4.4184
2025-03-17 05:29:14-07:00,6.62,167.167,6.282000000000001,12.0645,23.652,396.0,8.0,65.4,0.01,0.09,0.37,,,,,,16.0,0.0,,4.8024000000000004
2025-03-17 05:30:15-07:00,6.63,160.644,6.498,12.9675,21.732,395.84,8.0,65.5,0.0,0.03,0.12,,,,,,16.0,1.0,,4.3704
2025-03-17 05:31:10-07:00,6.64,159.841,6.147,11.9385,22.715999999999998,395.36,8.0,65.6,0.0,0.01,0.04,,,,,,16.0,1.0,,4.5512
2025-03-17 05:32:10-07:00,6.66,156.002,5.7780000000000005,11.802000000000001,23.04,395.13,8.0,65.8,0.0,0.0,0.01,,,,,,17.0,0.0,,4.608
2025-03-17 05:33:10-07:00,6.68,155.18800000000002,6.282000000000001,12.2535,22.044,395.04,8.0,65.8,0.0,0.0,0.0,,,,,,17.0,0.0,,4.4088
2025-03-17 05:34:10-07:00,6.68,156.959,6.66,13.387500000000001,19.944,395.02,8.0,66.0,0.0,0.0,0.0,,,,,,17.0,1.0,,3.9888
2025-03-17 05:35:11-07:00,6.69,154.011,6.795,12.516,20.52,395.01,8.0,66.0,0.0,0.0,0.0,,,,,,16.0,0.0,,4.104
2025-03-17 05:36:11-07:00,6.7,152.68000000000004,5.58,12.684000000000001,21.276,395.0,8.0,65.9,0.0,0.06,0.06,,,,,,18.0,0.0,,4.3032
2025-03-17 05:37:11-07:00,6.7,157.32200000000003,5.886,12.820500000000001,22.295999999999996,395.0,8.0,65.8,0.0,0.02,0.02,,,,,,17.0,0.0,,4.475199999999999
2025-03-17 05:38:11-07:00,6.7,155.95800000000003,6.525,13.2405,22.836000000000002,394.85,7.9,65.7,0.0,0.01,0.01,,,,,,16.0,0.0,,4.575200000000001
2025-03-17 05:39:11-07:00,6.7,155.122,5.9399999999999995,12.7155,22.5,394.95,8.0,65.7,0.0,0.0,0.0,,,,,,18.0,0.0,,4.5
2025-03-17 05:40:11-07:00,6.7,153.098,6.6240000000000006,11.8125,23.352,394.98,7.9,65.7,0.0,0.0,0.0,,,,,,17.0,0.0,,4.6704
2025-03-17 05:41:11-07:00,6.7,154.96800000000002,7.02,12.537,21.947999999999997,394.7,8.0,65.8,0.0,0.0,0.0,,,,,,16.0,0.0,,4.3896
2025-03-17 05:42:11-07:00,6.7,155.661,6.930000000000001,12.096,23.436,394.6,7.9,65.8,0.0,0.0,0.0,,,,,,16.0,0.0,,4.6872
2025-03-17 05:43:11-07:00,6.7,152.74600000000004,6.534,12.201,22.188,394.75,7.9,66.1,0.0,0.0,0.0,,,,,,16.0,0.0,,4.4376
2025-03-17 05:44:12-07:00,6.7,154.22,7.2,12.054,22.476,394.91,7.9,65.9,0.0,0.0,0.0,,,,,,16.0,0.0,,4.4952
2025-03-17 05:45:12-07:00,6.7,155.177,5.760000000000001,12.0645,22.08,394.97,7.9,66.1,0.0,0.0,0.0,,,,,,17.0,0.0,,4.4159999999999995
2025-03-17 05:46:12-07:00,6.7,156.937,4.7250000000000005,12.915000000000001,21.336000000000002,394.99,7.9,66.3,0.0,0.0,0.0,,,,,,18.0,1.0,,4.267200000000001
