DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,WD,WS,PWR,BATT,CHRG,RUN,SD,RAW,335,36,-12,-24,6,0,0.00000,0.00000.1,0.1,3628329828,AQI
2025-03-07 04:58:31-08:00,4.04,518.3530000000001,23.382,36.0255,5.292,487.89,5.7,72.8,4.89,7.71,8.53,0.0,0.0,1,14.05,43.36,37.06,1,-15,12,1,0,STAT,0,LAT,LON,W,CRC,,7.2264
2025-03-07 04:59:31-08:00,4.03,508.629,22.275000000000002,37.086,5.928,487.14,5.7,72.9,4.16,6.89,7.24,0.0,0.0,1,13.98,12.25,33.04,1,-14,14,0,0,STAT,0,LAT,LON,W,CRC,,6.6976
2025-03-07 05:00:32-08:00,4.02,486.629,22.518,37.8735,3.7439999999999998,487.05,5.7,73.0,3.34,6.58,6.83,0.0,0.0,1,13.95,3.46,30.93,1,-15,12,1,0,STAT,0,LAT,LON,W,CRC,,6.0128
2025-03-07 05:01:27-08:00,4.0,463.36400000000003,19.368,34.366499999999995,7.104,486.94,5.7,73.1,2.85,5.53,5.65,0.0,0.0,1,13.91,1.09,33.65,1,-15,13,0,0,STAT,0,LAT,LON,W,CRC,,5.8448
2025-03-07 05:02:27-08:00,3.96,452.91400000000004,17.235,34.377,6.9959999999999996,486.44,5.7,73.1,3.24,5.89,6.29,0.0,0.0,1,14.09,113.42,33.32,1,-15,14,1,0,STAT,0,LAT,LON,W,CRC,,6.1112
2025-03-07 05:03:29-08:00,3.94,446.545,17.109,31.7835,4.464,485.8,5.7,73.0,4.02,7.13,7.45,0.0,0.0,1,14.02,32.03,34.81,1,-16,14,0,0,STAT,0,LAT,LON,W,CRC,,6.596800000000001
2025-03-07 05:04:29-08:00,3.92,444.45500000000004,16.749,31.2795,5.148,485.28,5.6,73.0,5.06,7.89,8.03,0.0,0.0,1,13.95,9.05,32.61,1,-16,14,1,0,STAT,0,LAT,LON,W,CRC,,7.341600000000001
2025-03-07 05:05:30-08:00,3.91,447.656,20.475,31.395,5.088,485.1,5.6,72.9,4.81,6.95,7.61,0.0,0.0,1,13.91,2.56,33.84,1,-17,12,0,0,STAT,0,LAT,LON,W,CRC,,6.5776
2025-03-07 05:06:30-08:00,3.88,451.418,20.43,33.453,2.82,485.12,5.6,72.9,4.76,7.31,7.82,0.0,0.0,1,14.12,143.35,32.77,1,-15,12,1,0,STAT,0,LAT,LON,W,CRC,,6.412
2025-03-07 05:07:30-08:00,3.84,456.038,20.7,34.1985,4.332,486.53,5.6,72.9,4.56,6.62,6.79,0.0,0.0,1,14.05,40.49,31.68,1,-16,12,1,0,STAT,0,LAT,LON,W,CRC,,6.1624
2025-03-07 05:08:31-08:00,3.83,464.1120000000001,19.152,34.7445,6.84,488.59,5.6,72.9,3.49,5.7,5.98,0.0,0.0,1,13.98,11.43,43.48,1,-17,13,1,0,STAT,0,LAT,LON,W,CRC,,5.928000000000001
2025-03-07 05:09:31-08:00,3.81,469.788,18.405,35.353500000000004,8.628,489.5,5.5,73.2,3.93,6.24,6.44,0.0,0.0,1,13.91,3.23,36.02,1,-17,12,1,0,STAT,0,LAT,LON,W,CRC,,6.717600000000001
2025-03-07 05:10:31-08:00,3.8,467.00500000000005,19.512,35.952000000000005,6.192,488.6,5.5,73.5,2.94,5.24,5.3,0.0,0.0,1,14.12,110.59,32.23,1,-13,13,1,0,STAT,0,LAT,LON,W,CRC,,5.430400000000001
2025-03-07 05:11:31-08:00,3.76,465.058,21.150000000000002,34.408500000000004,3.9599999999999995,487.72,5.5,73.4,2.32,4.82,5.13,0.0,0.0,1,14.05,77.29,32.12,1,-17,12,0,0,STAT,0,LAT,LON,W,CRC,,4.648000000000001
2025-03-07 05:12:31-08:00,3.73,454.26700000000005,19.647,33.558,4.5,486.61,5.5,73.4,2.47,4.86,5.2,0.0,0.0,1,13.98,21.83,31.23,1,-17,12,0,0,STAT,0,LAT,LON,W,CRC,,4.788
2025-03-07 05:13:30-08:00,3.72,449.52600000000007,18.963,32.7915,6.204,486.21,5.5,73.5,2.63,4.82,5.09,0.0,0.0,1,13.95,6.17,38.62,1,-14,13,0,0,STAT,0,LAT,LON,W,CRC,,5.0968
2025-03-07 05:14:31-08:00,3.71,445.33500000000004,18.900000000000002,32.8755,5.808,485.85,5.5,73.4,3.14,5.42,5.73,0.0,0.0,1,13.87,1.74,40.23,1,-16,13,1,0,STAT,0,LAT,LON,W,CRC,,5.4976
2025-03-07 05:15:31-08:00,3.7,445.47800000000007,19.467,33.3585,3.528,485.59,5.5,73.4,3.23,6.01,6.12,0.0,0.0,1,14.09,96.19,35.21,1,-17,13,1,0,STAT,0,LAT,LON,W,CRC,,5.5136
