DATE,TE,CO,NO,NO2,O3,CO2,T,RH,PM1.0,PM2.5,PM10,WD,WS,PWR,BATT,CHRG,RUN,SD,RAW,132,54,3,0,6,0.1,0.00000,0.00000.1,0.2,1601371615,AQI
2025-03-07 10:26:05-08:00,22.38,313.016,10.251000000000001,11.6865,15.611999999999998,440.01,21.3,29.7,0.02,0.21,0.21,0.0,0.0,1,14.16,162.56,30.86,1,-19,31,2,3,STAT,0,LAT,LON,W,CRC,,3.2904
2025-03-07 10:27:05-08:00,22.39,318.758,9.819,11.823,16.38,440.0,21.3,29.7,0.01,0.2,0.2,0.0,0.0,1,14.09,45.91,31.71,1,-21,31,2,3,STAT,0,LAT,LON,W,CRC,,3.436
2025-03-07 10:28:05-08:00,22.39,318.043,9.629999999999999,11.487,17.556,440.0,21.3,29.7,0.25,0.71,0.71,0.0,0.0,1,14.05,12.97,32.73,1,-21,31,2,4,STAT,0,LAT,LON,W,CRC,,4.0792
2025-03-07 10:29:05-08:00,22.39,320.133,9.612,11.8125,16.032,439.84,21.3,29.7,0.18,0.98,0.98,0.0,0.0,1,14.02,3.66,35.37,1,-21,30,1,3,STAT,0,LAT,LON,W,CRC,,3.9904
2025-03-07 10:30:06-08:00,22.39,311.597,10.566,12.600000000000001,15.131999999999998,439.38,21.3,29.7,0.06,0.48,0.48,0.0,0.0,1,13.98,1.03,31.03,1,-19,30,1,3,STAT,0,LAT,LON,W,CRC,,3.4103999999999997
2025-03-07 10:31:07-08:00,22.39,315.986,11.259,12.516,15.719999999999999,439.28,21.3,29.7,0.03,0.3,0.6,0.0,0.0,1,13.98,0.29,32.3,1,-20,30,1,4,STAT,0,LAT,LON,W,CRC,,3.3840000000000003
2025-03-07 10:32:07-08:00,22.38,314.391,9.450000000000001,11.13,17.472,439.1,21.3,29.7,0.15,0.74,0.84,0.0,0.0,1,13.95,0.08,33.24,1,-19,32,2,3,STAT,0,LAT,LON,W,CRC,,4.0864
2025-03-07 10:33:07-08:00,22.38,316.60200000000003,10.98,12.127500000000001,15.491999999999999,439.03,21.3,29.7,0.05,0.67,0.7,0.0,0.0,1,13.95,0.02,32.27,1,-19,30,1,3,STAT,0,LAT,LON,W,CRC,,3.6344
2025-03-07 10:34:07-08:00,22.38,313.20300000000003,10.44,12.043500000000002,15.084,439.01,21.3,29.7,0.63,1.25,1.26,0.0,0.0,1,13.95,0.01,30.62,1,-20,31,1,3,STAT,0,LAT,LON,W,CRC,,4.0168
2025-03-07 10:35:07-08:00,22.38,313.56600000000003,9.837,12.8835,14.232,438.67,21.3,29.7,0.28,0.78,0.78,0.0,0.0,1,14.16,178.91,31.24,1,-19,31,1,3,STAT,0,LAT,LON,W,CRC,,3.4704
2025-03-07 10:36:08-08:00,22.37,320.8260000000001,10.782,11.865000000000002,15.768,438.66,21.3,29.7,0.09,0.43,0.43,0.0,0.0,1,14.09,50.53,37.26,1,-23,31,1,3,STAT,0,LAT,LON,W,CRC,,3.4976000000000003
2025-03-07 10:37:08-08:00,22.37,316.536,9.801,12.075000000000001,14.988,438.46,21.3,29.7,0.03,0.43,0.43,0.0,0.0,1,14.05,14.27,34.46,1,-21,31,1,3,STAT,0,LAT,LON,W,CRC,,3.3416
2025-03-07 10:38:08-08:00,22.37,313.654,10.305,12.642,14.843999999999998,438.58,21.3,29.7,0.01,0.4,0.4,0.0,0.0,1,14.02,4.03,32.98,1,-20,31,1,3,STAT,0,LAT,LON,W,CRC,,3.2888
2025-03-07 10:39:08-08:00,22.37,307.736,11.745000000000001,12.4425,14.843999999999998,438.33,21.3,29.7,0.0,0.41,0.41,0.0,0.0,1,13.98,1.14,33.17,1,-19,30,2,4,STAT,0,LAT,LON,W,CRC,,3.2967999999999997
2025-03-07 10:40:08-08:00,22.37,317.05300000000005,9.054,12.222000000000001,13.943999999999999,438.12,21.3,29.7,0.0,0.38,0.97,0.0,0.0,1,13.98,0.32,33.2,1,-20,32,1,2,STAT,0,LAT,LON,W,CRC,,3.0928000000000004
2025-03-07 10:41:07-08:00,22.37,316.415,10.179,12.159,14.7,438.04,21.3,29.7,0.17,0.79,1.0,0.0,0.0,1,13.95,0.09,31.7,1,-20,31,2,3,STAT,0,LAT,LON,W,CRC,,3.572
2025-03-07 10:42:07-08:00,22.36,316.73400000000004,8.856,11.802000000000001,15.395999999999999,438.01,21.3,29.6,0.28,0.96,1.23,0.0,0.0,1,13.95,0.03,35.21,1,-20,32,1,3,STAT,0,LAT,LON,W,CRC,,3.8472
2025-03-07 10:43:08-08:00,22.34,309.947,10.188,12.243,14.531999999999998,438.27,21.2,29.6,0.33,0.91,1.2,0.0,0.0,1,13.91,0.01,34.96,1,-19,31,1,3,STAT,0,LAT,LON,W,CRC,,3.6344
2025-03-07 10:44:08-08:00,22.32,315.56800000000004,8.667000000000002,12.537,15.395999999999999,438.13,21.3,29.6,0.1,0.53,0.67,0.0,0.0,1,14.16,143.3,29.94,1,-21,31,1,3,STAT,0,LAT,LON,W,CRC,,3.5032
2025-03-07 10:45:08-08:00,22.3,326.612,9.027,12.3375,15.491999999999999,438.04,21.3,29.6,0.16,0.77,1.04,0.0,0.0,1,14.09,40.47,34.39,1,-25,32,1,3,STAT,0,LAT,LON,W,CRC,,3.7144
2025-03-07 10:46:08-08:00,22.3,320.177,9.099,12.736500000000001,15.203999999999999,438.02,21.3,29.7,0.05,0.71,0.83,0.0,0.0,1,14.05,11.43,37.38,1,-22,32,1,3,STAT,0,LAT,LON,W,CRC,,3.6088
2025-03-07 10:47:08-08:00,22.29,315.07300000000004,10.287,12.2955,14.772,438.01,21.2,29.7,0.02,0.83,0.87,0.0,0.0,1,14.02,3.23,34.55,1,-21,31,2,3,STAT,0,LAT,LON,W,CRC,,3.6184000000000003
2025-03-07 10:48:08-08:00,22.29,318.12,10.701,12.631499999999999,15.096,438.0,21.2,29.7,0.33,0.83,1.09,0.0,0.0,1,13.98,0.91,31.47,1,-22,32,1,4,STAT,0,LAT,LON,W,CRC,,3.6832000000000003
2025-03-07 10:49:08-08:00,22.29,318.252,9.441,12.7155,15.288,438.0,21.3,29.6,0.2,0.82,0.9,0.0,0.0,1,13.98,0.26,34.16,1,-21,31,1,4,STAT,0,LAT,LON,W,CRC,,3.7136000000000005
2025-03-07 10:50:09-08:00,22.29,319.88000000000005,9.567,12.096,16.331999999999997,438.0,21.2,29.6,0.19,0.71,0.87,0.0,0.0,1,13.95,0.07,34.46,1,-22,32,1,3,STAT,0,LAT,LON,W,CRC,,3.8343999999999996
2025-03-07 10:51:05-08:00,22.29,317.713,9.585,11.823,17.184,438.0,21.2,29.6,0.17,0.6,0.76,0.0,0.0,1,13.95,0.02,32.76,1,-22,32,2,4,STAT,0,LAT,LON,W,CRC,,3.9168000000000003
2025-03-07 10:52:05-08:00,22.29,315.535,10.134,13.177500000000002,15.047999999999998,438.0,21.3,29.6,0.06,0.35,0.4,0.0,0.0,1,13.91,0.01,33.65,1,-21,31,2,3,STAT,0,LAT,LON,W,CRC,,3.2895999999999996
2025-03-07 10:53:05-08:00,22.29,316.47,9.864,13.334999999999999,14.639999999999999,438.0,21.2,29.7,0.02,0.29,0.3,0.0,0.0,1,14.16,157.42,34.57,1,-21,32,2,4,STAT,0,LAT,LON,W,CRC,,3.16
2025-03-07 10:54:05-08:00,22.29,316.75600000000003,9.360000000000001,12.558000000000002,15.312,438.0,21.2,29.7,0.02,0.27,0.27,0.0,0.0,1,14.09,44.46,30.93,1,-22,32,1,3,STAT,0,LAT,LON,W,CRC,,3.2784000000000004
2025-03-07 10:55:05-08:00,22.29,310.981,10.152,12.0645,16.139999999999997,438.0,21.2,29.6,0.01,0.16,0.16,0.0,0.0,1,14.05,12.56,30.75,1,-20,31,1,3,STAT,0,LAT,LON,W,CRC,,3.356
2025-03-07 10:56:05-08:00,22.29,312.63100000000003,10.782,11.529000000000002,17.003999999999998,437.59,21.2,29.6,0.1,0.21,0.21,0.0,0.0,1,14.02,3.55,32.38,1,-20,30,1,3,STAT,0,LAT,LON,W,CRC,,3.5688
2025-03-07 10:57:04-08:00,22.29,316.71200000000005,10.062,12.39,15.395999999999999,437.21,21.3,29.6,0.03,0.12,0.12,0.0,0.0,1,13.98,1.0,36.72,1,-22,30,2,4,STAT,0,LAT,LON,W,CRC,,3.1752000000000002
2025-03-07 10:58:04-08:00,22.29,314.49,9.522,12.211500000000001,16.043999999999997,437.07,21.3,29.7,0.01,0.44,0.44,0.0,0.0,1,13.98,0.28,31.92,1,-21,31,2,3,STAT,0,LAT,LON,W,CRC,,3.5607999999999995
2025-03-07 10:59:05-08:00,22.29,309.91400000000004,8.964,11.865000000000002,14.339999999999998,436.93,21.2,29.6,0.0,0.38,0.38,0.0,0.0,1,13.95,0.08,32.53,1,-20,31,2,2,STAT,0,LAT,LON,W,CRC,,3.1719999999999997
2025-03-07 11:00:05-08:00,22.29,308.82500000000005,8.559,11.591999999999999,14.904,436.71,21.2,29.6,0.0,0.28,0.31,0.0,0.0,1,13.95,0.02,33.72,1,-20,32,1,3,STAT,0,LAT,LON,W,CRC,,3.2048000000000005
2025-03-07 11:01:05-08:00,22.29,313.874,9.495000000000001,11.739,15.504,436.42,21.2,29.6,0.0,0.36,0.37,0.0,0.0,1,13.91,0.01,34.12,1,-22,31,1,3,STAT,0,LAT,LON,W,CRC,,3.3888
2025-03-07 11:02:07-08:00,22.29,310.44200000000006,9.585,12.264,14.904,436.15,21.2,29.6,0.01,0.19,0.19,0.0,0.0,1,14.16,148.85,34.74,1,-20,31,1,3,STAT,0,LAT,LON,W,CRC,,3.1328000000000005
2025-03-07 11:03:07-08:00,22.29,314.446,9.774,13.0305,13.511999999999999,436.06,21.2,29.6,0.0,0.53,0.53,0.0,0.0,1,14.09,42.04,34.81,1,-21,31,2,3,STAT,0,LAT,LON,W,CRC,,3.1264
2025-03-07 11:04:07-08:00,22.29,312.884,10.053,12.2955,14.508,436.19,21.2,29.6,0.16,0.54,0.54,0.0,0.0,1,14.05,11.87,30.67,1,-22,31,2,3,STAT,0,LAT,LON,W,CRC,,3.3336
2025-03-07 11:05:07-08:00,22.29,313.62100000000004,8.631,11.8125,15.252,436.07,21.2,29.6,0.33,0.83,0.83,0.0,0.0,1,14.02,3.35,33.86,1,-22,32,2,3,STAT,0,LAT,LON,W,CRC,,3.7144000000000004
2025-03-07 11:06:07-08:00,22.29,313.049,8.064000000000002,12.022499999999999,16.128,436.02,21.2,29.6,0.61,0.95,0.95,0.0,0.0,1,13.98,0.95,33.87,1,-22,32,2,3,STAT,0,LAT,LON,W,CRC,,3.9856
2025-03-07 11:07:06-08:00,22.29,310.211,9.576,11.613000000000001,16.331999999999997,435.55,21.2,29.6,0.28,0.72,0.97,0.0,0.0,1,13.98,0.27,35.26,1,-21,32,1,3,STAT,0,LAT,LON,W,CRC,,3.8423999999999996
2025-03-07 11:08:06-08:00,22.29,312.09200000000004,8.775,11.8755,15.984,435.19,21.2,29.5,0.09,0.88,0.96,0.0,0.0,1,13.95,0.08,31.59,1,-21,32,2,3,STAT,0,LAT,LON,W,CRC,,3.9008000000000003
2025-03-07 11:09:06-08:00,22.29,310.38700000000006,8.946,12.075000000000001,15.515999999999998,434.93,21.2,29.6,0.2,0.84,0.99,0.0,0.0,1,13.95,0.02,32.06,1,-21,31,1,3,STAT,0,LAT,LON,W,CRC,,3.7752
2025-03-07 11:10:07-08:00,22.29,308.605,9.72,12.138000000000002,15.828,434.36,21.2,29.6,0.32,0.95,1.21,0.0,0.0,1,13.95,0.01,34.45,1,-21,32,1,3,STAT,0,LAT,LON,W,CRC,,3.9256
2025-03-07 11:11:07-08:00,22.28,313.21400000000006,10.476,12.663,14.016,434.13,21.2,29.5,0.29,0.65,1.16,0.0,0.0,1,14.16,130.91,31.33,1,-22,30,2,3,STAT,0,LAT,LON,W,CRC,,3.3232000000000004
2025-03-07 11:12:07-08:00,22.28,312.73,11.691,12.8625,12.96,434.04,21.2,29.5,0.1,0.27,0.44,0.0,0.0,1,14.09,36.97,36.93,1,-23,29,2,3,STAT,0,LAT,LON,W,CRC,,2.8080000000000007
2025-03-07 11:13:07-08:00,22.28,311.42100000000005,11.376000000000001,11.949000000000002,13.692,434.02,21.2,29.5,0.03,0.35,0.41,0.0,0.0,1,14.05,10.44,34.39,1,-22,30,1,2,STAT,0,LAT,LON,W,CRC,,3.0184
2025-03-07 11:14:07-08:00,22.27,307.934,11.052,11.896500000000001,15.911999999999999,434.01,21.2,29.5,0.21,0.74,0.75,0.0,0.0,1,14.02,2.95,32.94,1,-22,30,1,3,STAT,0,LAT,LON,W,CRC,,3.7744
2025-03-07 11:15:07-08:00,22.28,307.956,10.071,11.896500000000001,16.08,434.0,21.2,29.6,0.13,0.82,0.82,0.0,0.0,1,13.98,0.83,32.35,1,-21,31,1,4,STAT,0,LAT,LON,W,CRC,,3.872
2025-03-07 11:16:07-08:00,22.27,311.96000000000004,11.133,12.516,14.952,434.0,21.2,29.5,0.04,0.61,0.93,0.0,0.0,1,13.98,0.24,32.0,1,-23,29,1,3,STAT,0,LAT,LON,W,CRC,,3.4784
2025-03-07 11:17:09-08:00,22.27,308.627,10.044,12.201,15.143999999999998,433.54,21.2,29.5,0.14,0.39,0.49,0.0,0.0,1,13.95,0.07,38.09,1,-22,31,2,3,STAT,0,LAT,LON,W,CRC,,3.3407999999999998
2025-03-07 11:18:09-08:00,22.27,302.522,10.512,11.739,15.66,433.19,21.2,29.5,0.1,0.71,0.74,0.0,0.0,1,13.95,0.02,33.18,1,-20,30,2,3,STAT,0,LAT,LON,W,CRC,,3.7
2025-03-07 11:19:09-08:00,22.27,304.88700000000006,9.144,12.747000000000002,14.556000000000001,433.18,21.2,29.6,0.16,0.74,0.75,0.0,0.0,1,13.91,0.01,32.2,1,-20,31,1,3,STAT,0,LAT,LON,W,CRC,,3.5032000000000005
2025-03-07 11:20:09-08:00,22.25,312.411,10.98,11.529000000000002,14.664,433.06,21.2,29.6,0.13,0.66,0.66,0.0,0.0,1,14.16,161.9,31.84,1,-23,30,1,3,STAT,0,LAT,LON,W,CRC,,3.4608000000000003
2025-03-07 11:21:09-08:00,22.24,310.211,10.548,11.97,13.703999999999999,433.02,21.2,29.6,0.04,0.61,0.69,0.0,0.0,1,14.09,45.72,39.59,1,-23,30,1,2,STAT,0,LAT,LON,W,CRC,,3.2288
2025-03-07 11:22:09-08:00,22.23,313.093,11.43,12.022499999999999,14.856,433.01,21.2,29.5,0.16,0.44,0.47,0.0,0.0,1,14.05,12.91,35.69,1,-23,30,1,3,STAT,0,LAT,LON,W,CRC,,3.3232
2025-03-07 11:23:09-08:00,22.21,312.70799999999997,11.169,11.634,15.684,433.0,21.2,29.5,0.1,0.7,0.71,0.0,0.0,1,14.02,3.65,37.4,1,-23,30,1,3,STAT,0,LAT,LON,W,CRC,,3.6968
2025-03-07 11:24:09-08:00,22.2,306.74600000000004,10.584,10.909500000000001,15.995999999999999,433.0,21.2,29.5,0.03,0.74,0.74,0.0,0.0,1,13.98,1.03,33.88,1,-21,30,2,2,STAT,0,LAT,LON,W,CRC,,3.7912
2025-03-07 11:25:09-08:00,22.2,309.29800000000006,8.649,11.560500000000001,16.776,433.08,21.2,29.6,0.01,0.45,0.8,0.0,0.0,1,13.98,0.29,31.86,1,-21,32,2,4,STAT,0,LAT,LON,W,CRC,,3.7152
2025-03-07 11:26:09-08:00,22.19,313.874,9.072000000000001,11.3925,17.916,433.49,21.2,29.6,0.21,0.65,0.76,0.0,0.0,1,13.95,0.08,33.04,1,-23,31,2,4,STAT,0,LAT,LON,W,CRC,,4.1032
2025-03-07 11:27:09-08:00,22.19,319.38500000000005,9.081,11.718,17.291999999999998,433.48,21.2,29.5,0.07,0.44,0.58,0.0,0.0,1,13.95,0.02,33.65,1,-25,31,2,4,STAT,0,LAT,LON,W,CRC,,3.8103999999999996
2025-03-07 11:28:12-08:00,22.19,322.3,9.981,12.222000000000001,16.296,433.17,21.2,29.6,0.02,0.53,0.59,0.0,0.0,1,14.16,152.66,33.82,1,-25,30,2,4,STAT,0,LAT,LON,W,CRC,,3.6832
2025-03-07 11:29:12-08:00,22.19,319.25300000000004,9.234,12.18,16.02,433.06,21.2,29.5,0.01,0.29,0.43,0.0,0.0,1,14.09,43.12,34.83,1,-25,31,1,3,STAT,0,LAT,LON,W,CRC,,3.436
2025-03-07 11:30:12-08:00,22.19,309.21000000000004,10.152,11.739,17.04,433.2,21.2,29.5,0.0,0.44,0.48,0.0,0.0,1,14.05,12.18,29.64,1,-21,30,1,3,STAT,0,LAT,LON,W,CRC,,3.76
2025-03-07 11:31:12-08:00,22.19,302.148,12.213000000000001,11.6865,16.631999999999998,433.07,21.2,29.5,0.0,0.23,0.24,0.0,0.0,1,14.02,3.44,32.11,1,-20,29,1,3,STAT,0,LAT,LON,W,CRC,,3.5103999999999997
2025-03-07 11:32:12-08:00,22.19,309.232,10.989,11.927999999999999,14.988,433.02,21.2,29.5,0.0,0.19,0.19,0.0,0.0,1,14.02,0.97,32.63,1,-23,29,2,2,STAT,0,LAT,LON,W,CRC,,3.1496000000000004
2025-03-07 11:33:11-08:00,22.19,308.099,10.305,11.655,15.395999999999999,433.01,21.2,29.5,0.0,0.54,0.54,0.0,0.0,1,13.98,0.27,34.93,1,-23,31,2,3,STAT,0,LAT,LON,W,CRC,,3.5112
2025-03-07 11:34:11-08:00,22.19,310.92600000000004,11.151000000000002,11.991,15.588,433.0,21.2,29.5,0.0,0.29,0.29,0.0,0.0,1,13.95,0.08,31.66,1,-24,30,2,3,STAT,0,LAT,LON,W,CRC,,3.3495999999999997
2025-03-07 11:35:12-08:00,22.19,312.939,9.747,11.361,16.26,432.69,21.2,29.5,0.13,0.32,0.32,0.0,0.0,1,13.95,0.02,35.33,1,-24,31,1,3,STAT,0,LAT,LON,W,CRC,,3.508000000000001
2025-03-07 11:36:12-08:00,22.19,305.39300000000003,10.08,11.340000000000002,15.504,432.28,21.2,29.5,0.04,0.14,0.14,0.0,0.0,1,13.95,0.01,34.66,1,-23,31,1,3,STAT,0,LAT,LON,W,CRC,,3.2128
2025-03-07 11:37:12-08:00,22.19,288.94800000000004,9.927,11.0775,15.684,432.1,21.2,29.5,0.01,0.55,0.55,0.0,0.0,1,14.19,254.14,32.29,1,-16,31,1,3,STAT,0,LAT,LON,W,CRC,,3.5768
2025-03-07 11:38:09-08:00,22.19,304.821,9.702,10.7835,17.52,432.04,21.2,29.5,0.1,0.5,0.5,0.0,0.0,1,14.09,79.75,38.61,1,-22,31,2,3,STAT,0,LAT,LON,W,CRC,,3.904
2025-03-07 11:39:09-08:00,22.19,304.49100000000004,11.088000000000001,11.256000000000002,15.876,432.01,21.2,29.5,0.05,0.91,0.91,0.0,0.0,1,14.05,22.52,34.66,1,-23,30,1,3,STAT,0,LAT,LON,W,CRC,,3.9032000000000004
2025-03-07 11:40:09-08:00,22.19,305.88800000000003,10.610999999999999,11.193000000000001,16.356,432.0,21.2,29.4,0.02,0.65,0.84,0.0,0.0,1,14.02,6.36,31.63,1,-24,30,2,3,STAT,0,LAT,LON,W,CRC,,3.7912000000000003
2025-03-07 11:41:09-08:00,22.19,311.47600000000006,9.441,12.915000000000001,14.723999999999998,431.54,21.2,29.4,0.12,0.84,0.98,0.0,0.0,1,13.98,1.8,34.44,1,-25,31,1,3,STAT,0,LAT,LON,W,CRC,,3.6168
2025-03-07 11:42:09-08:00,22.19,310.981,9.072000000000001,11.8335,15.611999999999998,431.19,21.2,29.4,0.08,0.81,0.93,0.0,0.0,1,13.98,0.51,34.84,1,-25,31,1,3,STAT,0,LAT,LON,W,CRC,,3.7704
2025-03-07 11:43:10-08:00,22.19,300.322,9.927,11.770500000000002,15.576,431.07,21.2,29.4,0.03,0.75,0.79,0.0,0.0,1,13.95,0.14,37.58,1,-22,31,1,3,STAT,0,LAT,LON,W,CRC,,3.7152000000000003
2025-03-07 11:44:10-08:00,22.19,306.295,9.315,11.182500000000001,16.656,431.02,21.2,29.4,0.01,0.44,0.45,0.0,0.0,1,13.95,0.04,33.02,1,-23,32,1,3,STAT,0,LAT,LON,W,CRC,,3.6832
2025-03-07 11:45:10-08:00,22.19,308.308,9.072000000000001,11.8125,17.424,431.01,21.2,29.4,0.0,0.73,0.73,0.0,0.0,1,13.95,0.01,33.79,1,-23,32,1,4,STAT,0,LAT,LON,W,CRC,,4.0687999999999995
2025-03-07 11:46:10-08:00,22.18,298.199,10.638,11.8125,15.684,431.0,21.2,29.4,0.03,0.34,0.53,0.0,0.0,1,14.19,218.61,30.38,1,-20,31,1,4,STAT,0,LAT,LON,W,CRC,,3.4088000000000003
2025-03-07 11:47:10-08:00,22.18,312.55400000000003,10.485000000000001,12.1065,14.915999999999999,431.0,21.2,29.5,0.06,0.3,0.36,0.0,0.0,1,14.09,61.74,30.33,1,-25,31,1,3,STAT,0,LAT,LON,W,CRC,,3.2232000000000003
2025-03-07 11:48:09-08:00,22.19,311.17900000000003,9.954,11.3925,16.512,430.66,21.2,29.4,0.02,0.5,0.52,0.0,0.0,1,14.05,17.44,33.38,1,-25,31,1,3,STAT,0,LAT,LON,W,CRC,,3.7024000000000004
2025-03-07 11:49:09-08:00,22.19,309.177,10.692,11.2665,16.668,430.23,21.2,29.4,0.01,0.17,0.17,0.0,0.0,1,14.02,4.92,35.49,1,-25,30,2,3,STAT,0,LAT,LON,W,CRC,,3.4696000000000002
2025-03-07 11:50:09-08:00,22.19,306.18500000000006,9.873000000000001,11.2035,17.592,430.08,21.2,29.4,0.0,0.64,0.64,0.0,0.0,1,13.98,1.39,30.82,1,-24,32,1,4,STAT,0,LAT,LON,W,CRC,,4.0304
2025-03-07 11:51:10-08:00,22.18,305.22800000000007,9.144,11.298,16.715999999999998,430.68,21.1,29.4,0.14,0.72,0.72,0.0,0.0,1,13.98,0.39,33.18,1,-23,31,1,3,STAT,0,LAT,LON,W,CRC,,3.9191999999999996
2025-03-07 11:52:10-08:00,22.19,305.16200000000003,10.386,12.243,16.152,430.39,21.2,29.4,0.06,0.47,0.58,0.0,0.0,1,13.95,0.11,32.86,1,-23,29,2,3,STAT,0,LAT,LON,W,CRC,,3.6064000000000003
2025-03-07 11:53:10-08:00,22.19,305.932,9.99,11.6655,16.68,430.2,21.2,29.4,0.02,0.63,0.73,0.0,0.0,1,13.95,0.03,34.03,1,-24,31,1,3,STAT,0,LAT,LON,W,CRC,,3.8400000000000003
2025-03-07 11:54:11-08:00,22.18,305.5690000000001,10.656,11.434500000000002,16.224,430.07,21.2,29.4,0.06,0.41,0.44,0.0,0.0,1,13.91,0.01,36.97,1,-24,30,2,3,STAT,0,LAT,LON,W,CRC,,3.5728
2025-03-07 11:55:11-08:00,22.18,304.524,9.981,11.791500000000001,16.26,430.03,21.1,29.4,0.07,0.33,0.35,0.0,0.0,1,14.16,176.87,33.8,1,-23,30,2,4,STAT,0,LAT,LON,W,CRC,,3.516000000000001
2025-03-07 11:56:11-08:00,22.18,312.829,10.881,12.201,16.164,430.01,21.2,29.4,0.02,0.47,0.47,0.0,0.0,1,14.09,49.95,36.33,1,-26,30,1,4,STAT,0,LAT,LON,W,CRC,,3.6088000000000005
2025-03-07 11:57:11-08:00,22.18,309.88100000000003,11.835,12.348,15.276,430.0,21.2,29.4,0.01,0.48,0.62,0.0,0.0,1,14.05,14.11,30.58,1,-25,29,1,3,STAT,0,LAT,LON,W,CRC,,3.4392
2025-03-07 11:58:12-08:00,22.18,304.77700000000004,10.719000000000001,11.886000000000001,16.032,430.0,21.2,29.4,0.0,0.69,0.74,0.0,0.0,1,14.02,3.98,32.64,1,-23,30,1,3,STAT,0,LAT,LON,W,CRC,,3.7584000000000004
2025-03-07 11:59:11-08:00,22.17,299.10100000000006,11.169,11.770500000000002,15.911999999999999,430.0,21.2,29.4,0.0,0.39,0.4,0.0,0.0,1,13.98,1.13,38.05,1,-23,29,2,3,STAT,0,LAT,LON,W,CRC,,3.4943999999999997
2025-03-07 12:00:11-08:00,22.18,301.02600000000007,10.503,12.127500000000001,16.02,430.0,21.1,29.4,0.0,0.55,0.55,0.0,0.0,1,13.98,0.32,33.86,1,-24,29,2,4,STAT,0,LAT,LON,W,CRC,,3.644
2025-03-07 12:01:11-08:00,22.17,303.72100000000006,9.999,11.403,17.291999999999998,430.0,21.2,29.4,0.0,0.53,0.63,0.0,0.0,1,13.95,0.09,32.02,1,-24,31,2,4,STAT,0,LAT,LON,W,CRC,,3.8823999999999996
2025-03-07 12:02:11-08:00,22.17,301.433,10.89,11.2665,17.076,430.0,21.1,29.4,0.0,0.53,0.56,0.0,0.0,1,13.95,0.03,35.15,1,-23,30,2,3,STAT,0,LAT,LON,W,CRC,,3.8392000000000004
2025-03-07 12:03:11-08:00,22.17,304.51300000000003,10.998000000000001,11.382,16.523999999999997,430.0,21.1,29.4,0.0,0.2,0.21,0.0,0.0,1,13.91,0.01,35.47,1,-23,30,2,3,STAT,0,LAT,LON,W,CRC,,3.4648
2025-03-07 12:04:12-08:00,22.17,309.925,10.476,12.054,15.12,430.0,21.1,29.4,0.0,0.09,0.09,0.0,0.0,1,14.16,182.3,36.54,1,-26,29,1,2,STAT,0,LAT,LON,W,CRC,,3.096
2025-03-07 12:05:12-08:00,22.17,314.66600000000005,9.549,11.865000000000002,14.315999999999999,430.0,21.1,29.4,0.0,0.43,0.43,0.0,0.0,1,14.09,51.49,36.9,1,-29,31,1,2,STAT,0,LAT,LON,W,CRC,,3.2072
2025-03-07 12:06:12-08:00,22.16,312.499,8.856,11.3505,15.576,429.54,21.1,29.4,0.14,0.62,0.77,0.0,0.0,1,14.05,14.54,35.54,1,-28,32,1,3,STAT,0,LAT,LON,W,CRC,,3.6112
2025-03-07 12:07:12-08:00,22.15,300.124,8.334,11.991,14.952,429.19,21.1,29.4,0.28,0.82,0.87,0.0,0.0,1,14.02,4.11,32.61,1,-24,32,2,3,STAT,0,LAT,LON,W,CRC,,3.6464000000000003
2025-03-07 12:08:12-08:00,22.13,294.44800000000004,10.503,11.9385,14.772,429.07,21.1,29.5,0.13,0.7,0.71,0.0,0.0,1,13.98,1.16,32.5,1,-22,31,2,3,STAT,0,LAT,LON,W,CRC,,3.5144
2025-03-07 12:09:13-08:00,22.12,297.25300000000004,8.577,11.6235,16.439999999999998,429.02,21.1,29.4,0.04,0.82,0.82,0.0,0.0,1,13.98,0.33,43.55,1,-24,32,2,3,STAT,0,LAT,LON,W,CRC,,3.944
2025-03-07 12:10:13-08:00,22.11,300.31100000000004,10.232999999999999,12.1065,15.252,429.01,21.1,29.4,0.02,0.37,0.38,0.0,0.0,1,13.95,0.09,34.37,1,-24,31,2,3,STAT,0,LAT,LON,W,CRC,,3.3464
2025-03-07 12:11:13-08:00,22.1,307.20799999999997,10.251000000000001,12.043500000000002,14.819999999999999,428.74,21.1,29.4,0.01,0.32,0.32,0.0,0.0,1,13.95,0.03,31.01,1,-25,30,2,3,STAT,0,LAT,LON,W,CRC,,3.2199999999999998
2025-03-07 12:12:13-08:00,22.1,307.21900000000005,10.376999999999999,12.568500000000002,15.947999999999999,428.62,21.1,29.4,0.0,0.6,0.6,0.0,0.0,1,13.95,0.01,32.82,1,-26,30,2,4,STAT,0,LAT,LON,W,CRC,,3.6696
2025-03-07 12:13:13-08:00,22.09,309.397,11.016,12.631499999999999,15.504,428.22,21.1,29.5,0.16,0.75,0.75,0.0,0.0,1,14.16,178.83,33.19,1,-26,29,2,3,STAT,0,LAT,LON,W,CRC,,3.7008
2025-03-07 12:14:13-08:00,22.09,307.439,10.143,13.2195,13.392,428.11,21.1,29.5,0.21,0.79,1.02,0.0,0.0,1,14.09,50.51,31.84,1,-26,29,1,2,STAT,0,LAT,LON,W,CRC,,3.3104
